id,school_dbn,school_name,year,regents_exam,total_tested,mean_score,percent_65_or_above
620,02M047,47 The American Sign Language and English Secondary School,2019,Living Environment,60,69.76667,73.333336
621,02M047,47 The American Sign Language and English Secondary School,2019,Earth Science,64,58.65625,40.625
622,02M047,47 The American Sign Language and English Secondary School,2019,US History and Government,57,66.03509,61.403507
623,02M047,47 The American Sign Language and English Secondary School,2020,Common Core Algebra,25,58.92,40.0
624,02M047,47 The American Sign Language and English Secondary School,2020,Common Core Algebra 2,22,50.863636,13.636364
625,02M047,47 The American Sign Language and English Secondary School,2020,Common Core English,35,76.28571,85.71429
626,02M047,47 The American Sign Language and English Secondary School,2020,Global History and Geography,7,56.42857,14.285714
627,02M047,47 The American Sign Language and English Secondary School,2020,Living Environment,13,56.846153,30.76923
628,02M047,47 The American Sign Language and English Secondary School,2020,Earth Science,9,55.555557,22.222221
629,02M047,47 The American Sign Language and English Secondary School,2020,US History and Government,7,59.142857,42.857143
630,02M047,47 The American Sign Language and English Secondary School,2022,Common Core Algebra,39,57.28205,28.205128
631,02M047,47 The American Sign Language and English Secondary School,2022,Common Core Algebra 2,57,50.08772,15.789474
632,02M047,47 The American Sign Language and English Secondary School,2022,Common Core English,41,68.756096,68.29269
633,02M047,47 The American Sign Language and English Secondary School,2022,Common Core Geometry,43,35.302326,0.0
634,02M047,47 The American Sign Language and English Secondary School,2022,Global History and Geography,42,71.690475,78.57143
635,02M047,47 The American Sign Language and English Secondary School,2022,Living Environment,49,67.22449,73.46939
636,02M047,47 The American Sign Language and English Secondary School,2022,Earth Science,34,49.47059,14.705882
637,02M047,47 The American Sign Language and English Secondary School,2022,Physics,30,29.4,3.3333333
638,02M047,47 The American Sign Language and English Secondary School,2023,Common Core Algebra,41,61.82927,46.341465
639,02M047,47 The American Sign Language and English Secondary School,2023,Common Core Algebra 2,44,51.522728,13.636364
640,02M047,47 The American Sign Language and English Secondary School,2023,Common Core English,57,72.03509,82.45614
641,02M047,47 The American Sign Language and English Secondary School,2023,Common Core Geometry,13,56.23077,30.76923
642,02M047,47 The American Sign Language and English Secondary School,2023,Global History and Geography,49,67.938774,75.5102
643,02M047,47 The American Sign Language and English Secondary School,2023,Living Environment,33,62.333332,45.454544
644,02M047,47 The American Sign Language and English Secondary School,2023,Earth Science,42,66.166664,54.761906
645,02M047,47 The American Sign Language and English Secondary School,2023,Physics,32,39.25,9.375
646,02M047,47 The American Sign Language and English Secondary School,2023,US History and Government,38,69.26316,68.42105
647,02M104,J.H.S. 104 Simon Baruch,2015,Common Core Algebra,58,82.18965,100.0
648,02M104,J.H.S. 104 Simon Baruch,2015,Earth Science,57,90.87719,100.0
649,02M104,J.H.S. 104 Simon Baruch,2016,Common Core Algebra,100,84.18,100.0
650,02M104,J.H.S. 104 Simon Baruch,2016,Earth Science,98,87.04082,96.938774
651,02M104,J.H.S. 104 Simon Baruch,2017,Common Core Algebra,130,87.50769,100.0
652,02M104,J.H.S. 104 Simon Baruch,2017,Earth Science,130,89.815384,99.23077
653,02M104,J.H.S. 104 Simon Baruch,2018,Common Core Algebra,130,83.98462,98.46154
654,02M104,J.H.S. 104 Simon Baruch,2018,Earth Science,129,88.52713,98.449615
655,02M104,J.H.S. 104 Simon Baruch,2019,Common Core Algebra,163,86.613495,100.0
656,02M104,J.H.S. 104 Simon Baruch,2019,Earth Science,161,86.80746,97.515526
657,02M104,J.H.S. 104 Simon Baruch,2021,Common Core Algebra,41,80.63415,92.68293
658,02M104,J.H.S. 104 Simon Baruch,2021,Living Environment,35,81.88571,91.42857
659,02M104,J.H.S. 104 Simon Baruch,2022,Common Core Algebra,261,77.877396,90.421455
660,02M104,J.H.S. 104 Simon Baruch,2022,Living Environment,278,78.94964,88.12949
661,02M104,J.H.S. 104 Simon Baruch,2023,Common Core Algebra,220,77.55454,85.90909
662,02M104,J.H.S. 104 Simon Baruch,2023,Living Environment,228,80.61404,89.03509
663,02M114,East Side Middle School,2015,Common Core Algebra,43,84.023254,100.0
664,02M114,East Side Middle School,2016,Common Core Algebra,30,91.933334,100.0
665,02M114,East Side Middle School,2017,Common Core Algebra,68,94.117645,100.0
666,02M114,East Side Middle School,2018,Common Core Algebra,61,92.42623,98.36066
667,02M114,East Side Middle School,2019,Common Core Algebra,140,90.05,100.0
668,02M114,East Side Middle School,2021,Common Core Algebra,16,93.9375,100.0
669,02M114,East Side Middle School,2022,Common Core Algebra,138,87.115944,97.10145
670,02M114,East Side Middle School,2023,Common Core Algebra,126,87.86508,95.2381
671,02M126,P.S. 126 Jacob August Riis,2015,Common Core Algebra,114,74.62281,85.08772
672,02M126,P.S. 126 Jacob August Riis,2015,Earth Science,116,72.55173,77.586205
673,02M126,P.S. 126 Jacob August Riis,2016,Common Core Algebra,106,81.27358,93.396225
674,02M126,P.S. 126 Jacob August Riis,2016,Earth Science,108,77.23148,78.703705
675,02M126,P.S. 126 Jacob August Riis,2017,Common Core Algebra,103,79.902916,84.46602
676,02M126,P.S. 126 Jacob August Riis,2017,Earth Science,103,73.135925,73.78641
677,02M126,P.S. 126 Jacob August Riis,2018,Common Core Algebra,109,82.366974,94.495415
678,02M126,P.S. 126 Jacob August Riis,2018,Earth Science,110,81.990906,90.0
679,02M126,P.S. 126 Jacob August Riis,2019,Common Core Algebra,105,81.314285,89.52381
680,02M126,P.S. 126 Jacob August Riis,2019,Earth Science,106,77.9434,83.01887
681,02M126,P.S. 126 Jacob August Riis,2021,Common Core Algebra,46,74.478264,78.26087
682,02M126,P.S. 126 Jacob August Riis,2021,Earth Science,46,69.0,65.21739
683,02M126,P.S. 126 Jacob August Riis,2022,Common Core Algebra,109,79.16514,85.3211
684,02M126,P.S. 126 Jacob August Riis,2022,Earth Science,109,74.504585,73.39449
685,02M126,P.S. 126 Jacob August Riis,2023,Common Core Algebra,100,83.07,91.0
686,02M126,P.S. 126 Jacob August Riis,2023,Earth Science,99,82.64646,85.85859
687,02M131,M.S. 131,2015,Living Environment,14,83.07143,100.0
688,02M131,M.S. 131,2015,Earth Science,10,86.5,100.0
689,02M131,M.S. 131,2016,Common Core Algebra,22,84.318184,100.0
690,02M131,M.S. 131,2016,Earth Science,10,84.8,90.0
691,02M131,M.S. 131,2017,Common Core Algebra,28,90.39286,100.0
692,02M131,M.S. 131,2018,Common Core Algebra,18,84.72222,100.0
693,02M131,M.S. 131,2018,Earth Science,17,73.70588,76.47059
694,02M131,M.S. 131,2021,Common Core Algebra,25,77.96,84.0
695,02M131,M.S. 131,2022,Common Core Algebra,70,68.24286,70.0
696,02M131,M.S. 131,2022,Living Environment,7,78.71429,100.0
697,02M131,M.S. 131,2023,Common Core Algebra,80,65.625,57.5
698,02M131,M.S. 131,2023,Living Environment,7,67.14286,57.142857
699,02M131,M.S. 131,2023,US History and Government,9,69.22222,66.666664
700,02M135,The Urban Assembly School for Emergency Management,2015,Common Core Algebra,58,62.327587,48.275864
701,02M135,The Urban Assembly School for Emergency Management,2015,Common Core English,73,83.46575,97.26028
702,02M135,The Urban Assembly School for Emergency Management,2015,Common Core Geometry,42,58.97619,23.809525
703,02M135,The Urban Assembly School for Emergency Management,2015,English,68,76.0,89.70588
704,02M135,The Urban Assembly School for Emergency Management,2015,Geometry,41,72.756096,85.36585
705,02M135,The Urban Assembly School for Emergency Management,2015,Global History and Geography,82,70.70731,70.731705
706,02M135,The Urban Assembly School for Emergency Management,2015,Integrated Algebra,14,59.07143,35.714287
707,02M135,The Urban Assembly School for Emergency Management,2015,Living Environment,67,75.38806,89.55224
708,02M135,The Urban Assembly School for Emergency Management,2015,Earth Science,67,69.76119,70.149254
709,02M135,The Urban Assembly School for Emergency Management,2015,Spanish,10,88.4,100.0
710,02M135,The Urban Assembly School for Emergency Management,2016,Algebra 2 (Trigonometry),11,44.0,18.181818
711,02M135,The Urban Assembly School for Emergency Management,2016,Common Core Algebra,104,67.22115,69.23077
712,02M135,The Urban Assembly School for Emergency Management,2016,Common Core English,80,76.475,87.5
713,02M135,The Urban Assembly School for Emergency Management,2016,Common Core Geometry,51,53.568626,21.568628
714,02M135,The Urban Assembly School for Emergency Management,2016,Global History and Geography,75,67.2,57.333332
715,02M135,The Urban Assembly School for Emergency Management,2016,Living Environment,76,72.77631,76.31579
716,02M135,The Urban Assembly School for Emergency Management,2016,Chemistry,8,62.375,50.0
717,02M135,The Urban Assembly School for Emergency Management,2016,Earth Science,59,68.49152,64.40678
718,02M135,The Urban Assembly School for Emergency Management,2016,US History and Government,80,78.2,88.75
719,02M135,The Urban Assembly School for Emergency Management,2017,Algebra 2 (Trigonometry),7,40.142857,0.0
720,02M135,The Urban Assembly School for Emergency Management,2017,Common Core Algebra,127,66.314964,70.07874
721,02M135,The Urban Assembly School for Emergency Management,2017,Common Core Algebra 2,24,62.333332,50.0
722,02M135,The Urban Assembly School for Emergency Management,2017,Common Core English,75,72.76,80.0
723,02M135,The Urban Assembly School for Emergency Management,2017,Common Core Geometry,51,61.35294,43.137257
724,02M135,The Urban Assembly School for Emergency Management,2017,Global History and Geography,74,65.64865,56.756756
725,02M135,The Urban Assembly School for Emergency Management,2017,Living Environment,80,67.95,68.75
726,02M135,The Urban Assembly School for Emergency Management,2017,Earth Science,59,65.52542,50.847458
727,02M135,The Urban Assembly School for Emergency Management,2017,US History and Government,71,78.84507,85.91549
728,02M135,The Urban Assembly School for Emergency Management,2018,Common Core Algebra,84,61.333332,47.61905
729,02M135,The Urban Assembly School for Emergency Management,2018,Common Core Algebra 2,32,58.625,37.5
730,02M135,The Urban Assembly School for Emergency Management,2018,Common Core English,75,63.906666,66.666664
731,02M135,The Urban Assembly School for Emergency Management,2018,Common Core Geometry,76,56.30263,38.157894
732,02M135,The Urban Assembly School for Emergency Management,2018,Global History and Geography,89,63.898876,48.314606
733,02M135,The Urban Assembly School for Emergency Management,2018,Living Environment,83,67.180725,65.06024
734,02M135,The Urban Assembly School for Emergency Management,2018,Earth Science,85,61.95294,49.411766
735,02M135,The Urban Assembly School for Emergency Management,2018,US History and Government,60,70.05,66.666664
736,02M135,The Urban Assembly School for Emergency Management,2019,Common Core Algebra,96,63.4375,55.208332
737,02M135,The Urban Assembly School for Emergency Management,2019,Common Core Algebra 2,39,54.615383,23.076923
738,02M135,The Urban Assembly School for Emergency Management,2019,Common Core English,109,70.100914,76.14679
739,02M135,The Urban Assembly School for Emergency Management,2019,Common Core Geometry,55,56.727272,34.545456
740,02M135,The Urban Assembly School for Emergency Management,2019,French,16,61.875,43.75
741,02M135,The Urban Assembly School for Emergency Management,2019,Global History and Geography,69,70.289856,71.014496
742,02M135,The Urban Assembly School for Emergency Management,2019,Living Environment,69,68.81159,63.768116
743,02M135,The Urban Assembly School for Emergency Management,2019,Earth Science,66,60.863636,37.878788
744,02M135,The Urban Assembly School for Emergency Management,2019,US History and Government,65,63.153847,53.846153
745,02M135,The Urban Assembly School for Emergency Management,2020,Common Core Algebra,34,57.64706,29.411764
746,02M135,The Urban Assembly School for Emergency Management,2020,Common Core English,30,68.03333,70.0
747,02M135,The Urban Assembly School for Emergency Management,2020,Common Core Geometry,11,64.454544,54.545456
748,02M135,The Urban Assembly School for Emergency Management,2020,Global History and Geography,13,57.46154,7.6923075
749,02M135,The Urban Assembly School for Emergency Management,2020,Living Environment,16,51.625,12.5
750,02M135,The Urban Assembly School for Emergency Management,2020,Earth Science,7,55.57143,28.571428
751,02M135,The Urban Assembly School for Emergency Management,2020,US History and Government,33,67.48485,60.60606
752,02M135,The Urban Assembly School for Emergency Management,2022,Common Core Algebra,63,60.301586,34.920635
753,02M135,The Urban Assembly School for Emergency Management,2022,Common Core Algebra 2,43,44.55814,4.6511626
754,02M135,The Urban Assembly School for Emergency Management,2022,Common Core English,79,68.544304,72.1519
755,02M135,The Urban Assembly School for Emergency Management,2022,Common Core Geometry,60,44.883335,11.666667
756,02M135,The Urban Assembly School for Emergency Management,2022,French,19,57.157894,15.789474
757,02M135,The Urban Assembly School for Emergency Management,2022,Global History and Geography,68,62.25,47.058823
758,02M135,The Urban Assembly School for Emergency Management,2022,Living Environment,55,61.654545,45.454544
759,02M135,The Urban Assembly School for Emergency Management,2022,Earth Science,37,56.81081,32.432434
760,02M135,The Urban Assembly School for Emergency Management,2023,Common Core Algebra,92,62.04348,52.173912
761,02M135,The Urban Assembly School for Emergency Management,2023,Common Core Algebra 2,30,55.733334,23.333334
762,02M135,The Urban Assembly School for Emergency Management,2023,Common Core English,97,70.77319,73.19588
763,02M135,The Urban Assembly School for Emergency Management,2023,Common Core Geometry,70,44.785713,5.714286
764,02M135,The Urban Assembly School for Emergency Management,2023,Global History and Geography,74,61.067566,44.594593
765,02M135,The Urban Assembly School for Emergency Management,2023,Living Environment,46,59.630436,45.652172
766,02M135,The Urban Assembly School for Emergency Management,2023,Earth Science,63,61.698414,41.26984
767,02M135,The Urban Assembly School for Emergency Management,2023,US History and Government,58,62.068966,43.103447
768,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2015,Common Core Algebra,169,56.822487,23.076923
769,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2015,Common Core Geometry,70,48.5,15.714286
770,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2015,Geometry,62,49.83871,17.741936
771,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2015,Integrated Algebra,70,63.285713,48.57143
772,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2015,Living Environment,170,65.47647,64.117645
773,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2015,US History and Government,146,56.253426,34.246574
774,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2016,Common Core Algebra,175,62.525715,44.57143
775,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2016,Common Core Algebra 2,18,59.166668,27.777779
776,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2016,Common Core English,65,73.49231,83.07692
777,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2016,Common Core Geometry,95,43.642105,6.3157897
778,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2016,Global History and Geography,66,60.060608,37.878788
779,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2016,Living Environment,125,67.448,70.4
780,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2016,Earth Science,150,56.546665,34.0
781,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2016,US History and Government,64,58.734375,40.625
782,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2017,Common Core Algebra,218,64.0,58.25688
783,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2017,Common Core Algebra 2,33,51.060608,15.151515
784,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2017,Common Core English,96,65.822914,69.791664
785,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2017,Common Core Geometry,90,50.81111,10.0
786,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2017,Global History and Geography,194,59.938145,43.29897
787,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2017,Living Environment,159,61.679245,47.16981
788,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2017,Earth Science,108,55.944443,28.703703
789,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2017,US History and Government,18,58.38889,27.777779
790,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2018,Common Core Algebra,169,63.12426,47.337276
791,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2018,Common Core Algebra 2,40,50.0,15.0
792,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2018,Common Core English,107,68.037384,71.962616
793,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2018,Common Core Geometry,102,50.598038,16.666666
794,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2018,Global History and Geography,177,60.42373,44.632767
795,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2018,Living Environment,166,65.078316,57.831326
796,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2018,Earth Science,99,61.424244,44.444443
797,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2018,Spanish,14,85.85714,92.85714
798,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2018,US History and Government,107,70.299065,72.897194
799,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2019,Common Core Algebra,167,63.592815,53.293415
800,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2019,Common Core Algebra 2,48,51.145832,14.583333
801,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2019,Common Core English,197,73.492386,81.21828
802,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2019,Common Core Geometry,94,51.031914,13.829787
803,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2019,Global History and Geography,162,64.27161,50.617283
804,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2019,Living Environment,149,62.040268,48.322147
805,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2019,Chemistry,32,43.625,0.0
806,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2019,Earth Science,91,49.813187,13.186813
807,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2019,Spanish,16,84.9375,93.75
808,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2019,US History and Government,94,71.5,76.59574
809,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2020,Common Core Algebra,58,59.206898,37.931034
810,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2020,Common Core English,39,68.02564,76.92308
811,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2020,Global History and Geography,40,62.225,47.5
812,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2020,Living Environment,52,56.53846,21.153847
813,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2020,Earth Science,8,48.0,0.0
814,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2020,US History and Government,11,51.363636,18.181818
815,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2022,Common Core Algebra,145,57.110344,31.034483
816,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2022,Common Core Algebra 2,25,56.2,24.0
817,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2022,Common Core English,75,64.45333,62.666668
818,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2022,Common Core Geometry,15,42.8,0.0
819,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2022,Global History and Geography,71,57.676056,33.80282
820,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2022,Living Environment,97,64.07217,52.57732
821,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2022,Earth Science,81,48.617283,17.28395
822,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2022,Spanish,9,82.77778,77.77778
823,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2023,Common Core Algebra,79,55.810127,25.316456
824,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2023,Common Core Algebra 2,84,47.67857,9.523809
825,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2023,Common Core English,108,62.444443,52.77778
826,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2023,Common Core Geometry,51,52.098038,23.529411
827,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2023,Global History and Geography,105,63.285713,47.61905
828,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2023,Living Environment,72,58.27778,34.72222
829,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2023,Earth Science,97,58.670105,36.082474
830,02M139,Stephen T. Mather Building Arts and Craftsmanship High School,2023,US History and Government,61,67.27869,68.85246
831,02M167,J.H.S. 167 Robert F. Wagner,2015,Common Core Algebra,98,86.87755,100.0
832,02M167,J.H.S. 167 Robert F. Wagner,2015,Earth Science,60,87.53333,98.333336
833,02M167,J.H.S. 167 Robert F. Wagner,2016,Common Core Algebra,98,91.03061,100.0
834,02M167,J.H.S. 167 Robert F. Wagner,2016,Earth Science,62,90.3871,100.0
835,02M167,J.H.S. 167 Robert F. Wagner,2017,Common Core Algebra,96,93.4375,100.0
836,02M167,J.H.S. 167 Robert F. Wagner,2017,Earth Science,65,89.06154,98.46154
837,02M167,J.H.S. 167 Robert F. Wagner,2018,Common Core Algebra,105,91.8,100.0
838,02M167,J.H.S. 167 Robert F. Wagner,2018,Earth Science,91,90.15385,100.0
839,02M167,J.H.S. 167 Robert F. Wagner,2018,US History and Government,35,93.51428,100.0
840,02M167,J.H.S. 167 Robert F. Wagner,2019,Common Core Algebra,101,93.11881,100.0
841,02M167,J.H.S. 167 Robert F. Wagner,2019,Earth Science,90,86.433334,97.77778
842,02M167,J.H.S. 167 Robert F. Wagner,2019,US History and Government,29,89.55173,100.0
843,02M167,J.H.S. 167 Robert F. Wagner,2021,Common Core Algebra,12,84.333336,91.666664
844,02M167,J.H.S. 167 Robert F. Wagner,2022,Common Core Algebra,97,90.1134,100.0
845,02M167,J.H.S. 167 Robert F. Wagner,2022,Earth Science,60,88.51667,100.0
846,02M167,J.H.S. 167 Robert F. Wagner,2023,Common Core Algebra,103,91.34952,100.0
847,02M167,J.H.S. 167 Robert F. Wagner,2023,Living Environment,92,88.20652,100.0
848,02M167,J.H.S. 167 Robert F. Wagner,2023,US History and Government,91,78.45055,94.50549
849,02M177,Yorkville East Middle School,2017,Common Core Algebra,24,85.541664,100.0
850,02M177,Yorkville East Middle School,2018,Common Core Algebra,28,82.14286,96.42857
851,02M177,Yorkville East Middle School,2019,Common Core Algebra,68,74.42647,85.29412
852,02M177,Yorkville East Middle School,2021,Common Core Algebra,11,83.09091,100.0
853,02M177,Yorkville East Middle School,2022,Common Core Algebra,51,76.76471,90.196075
854,02M177,Yorkville East Middle School,2023,Common Core Algebra,76,79.31579,94.73684
855,02M177,Yorkville East Middle School,2023,Living Environment,76,70.697365,61.842106
856,02M217,P.S. | I.S. 217 Roosevelt Island,2015,Common Core Algebra,9,57.444443,33.333332
857,02M217,P.S. | I.S. 217 Roosevelt Island,2018,Common Core Algebra,7,72.57143,100.0
858,02M217,P.S. | I.S. 217 Roosevelt Island,2019,Common Core Algebra,10,76.3,90.0
859,02M217,P.S. | I.S. 217 Roosevelt Island,2021,Common Core Algebra,12,75.25,83.333336
860,02M217,P.S. | I.S. 217 Roosevelt Island,2022,Common Core Algebra,32,74.5,78.125
861,02M217,P.S. | I.S. 217 Roosevelt Island,2023,Common Core Algebra,33,69.51515,69.69697
862,02M255,M.S. 255 Salk School of Science,2015,Common Core Algebra,95,73.02105,92.63158
863,02M255,M.S. 255 Salk School of Science,2016,Common Core Algebra,95,87.69474,100.0
864,02M255,M.S. 255 Salk School of Science,2017,Common Core Algebra,88,88.60227,100.0
865,02M255,M.S. 255 Salk School of Science,2018,Common Core Algebra,109,88.39449,100.0
866,02M255,M.S. 255 Salk School of Science,2019,Common Core Algebra,99,89.21212,100.0
867,02M255,M.S. 255 Salk School of Science,2021,Common Core Algebra,27,84.703705,96.296295
868,02M255,M.S. 255 Salk School of Science,2022,Common Core Algebra,84,83.89286,96.42857
869,02M255,M.S. 255 Salk School of Science,2023,Common Core Algebra,88,89.40909,100.0
870,02M260,The Clinton School,2015,Common Core Algebra,26,75.92308,100.0
871,02M260,The Clinton School,2016,Common Core Algebra,99,78.43434,94.94949
872,02M260,The Clinton School,2016,Living Environment,91,82.87912,95.60439
873,02M260,The Clinton School,2016,US History and Government,92,79.32609,93.478264
874,02M260,The Clinton School,2017,Common Core Algebra,105,82.00952,95.2381
875,02M260,The Clinton School,2017,Common Core Algebra 2,7,78.71429,100.0
876,02M260,The Clinton School,2017,Common Core English,94,84.97872,96.80851
877,02M260,The Clinton School,2017,Common Core Geometry,87,72.78161,80.45977
878,02M260,The Clinton School,2017,Living Environment,105,84.2,94.28571
879,02M260,The Clinton School,2017,US History and Government,113,85.74336,96.460175
880,02M260,The Clinton School,2018,Common Core Algebra,174,77.833336,89.655174
881,02M260,The Clinton School,2018,Common Core English,103,87.01942,98.05825
882,02M260,The Clinton School,2018,Common Core Geometry,98,77.27551,89.79592
883,02M260,The Clinton School,2018,Living Environment,119,86.22689,98.31933
884,02M260,The Clinton School,2018,Earth Science,125,79.48,88.0
885,02M260,The Clinton School,2018,US History and Government,123,85.21951,97.560974
886,02M260,The Clinton School,2019,Common Core Algebra,104,79.84615,94.23077
887,02M260,The Clinton School,2019,Common Core English,129,91.06201,99.22481
888,02M260,The Clinton School,2019,Common Core Geometry,247,79.38461,87.449394
889,02M260,The Clinton School,2019,Living Environment,117,86.393166,95.726494
890,02M260,The Clinton School,2019,Earth Science,96,83.3125,93.75
891,02M260,The Clinton School,2019,US History and Government,128,88.13281,93.75
892,02M260,The Clinton School,2020,Common Core Geometry,7,56.57143,42.857143
893,02M260,The Clinton School,2022,Common Core Algebra,105,79.2381,94.28571
894,02M260,The Clinton School,2022,Common Core English,129,87.17054,97.674416
895,02M260,The Clinton School,2022,Common Core Geometry,112,76.5,83.03571
896,02M260,The Clinton School,2022,Global History and Geography,111,80.558556,93.693695
897,02M260,The Clinton School,2022,Living Environment,86,85.89535,94.18604
898,02M260,The Clinton School,2022,Earth Science,89,83.33708,91.01124
899,02M260,The Clinton School,2023,Common Core Algebra,104,81.02885,95.19231
900,02M260,The Clinton School,2023,Common Core English,133,86.93985,97.74436
901,02M260,The Clinton School,2023,Common Core Geometry,121,77.68595,87.6033
902,02M260,The Clinton School,2023,Global History and Geography,122,81.36885,92.62295
903,02M260,The Clinton School,2023,Living Environment,99,87.59596,98.9899
904,02M260,The Clinton School,2023,Earth Science,115,84.85217,94.78261
905,02M260,The Clinton School,2023,US History and Government,104,79.53846,92.30769
906,02M276,Battery Park City School,2015,Common Core Algebra,31,77.870964,100.0
907,02M276,Battery Park City School,2016,Common Core Algebra,27,85.14815,100.0
908,02M276,Battery Park City School,2017,Common Core Algebra,30,89.73333,100.0
909,02M276,Battery Park City School,2018,Common Core Algebra,75,78.88,97.333336
910,02M276,Battery Park City School,2018,Living Environment,76,86.67105,97.36842
911,02M276,Battery Park City School,2019,Common Core Algebra,76,81.32895,97.36842
912,02M276,Battery Park City School,2019,Living Environment,79,87.32912,98.73418
913,02M276,Battery Park City School,2022,Common Core Algebra,74,78.175674,90.54054
914,02M276,Battery Park City School,2022,Living Environment,71,84.71831,97.1831
915,02M276,Battery Park City School,2023,Common Core Algebra,55,80.90909,98.181816
916,02M276,Battery Park City School,2023,Living Environment,63,86.507935,96.82539
917,02M280,Manhattan Early College School for Advertising,2015,Common Core Algebra,76,64.51316,65.789474
918,02M280,Manhattan Early College School for Advertising,2015,Common Core Geometry,18,61.61111,50.0
919,02M280,Manhattan Early College School for Advertising,2015,Geometry,18,72.333336,77.77778
920,02M280,Manhattan Early College School for Advertising,2015,Integrated Algebra,11,75.63636,90.90909
921,02M280,Manhattan Early College School for Advertising,2015,Living Environment,72,77.65278,88.888885
922,02M280,Manhattan Early College School for Advertising,2016,Algebra 2 (Trigonometry),11,44.090908,0.0
923,02M280,Manhattan Early College School for Advertising,2016,Common Core Algebra,136,68.73529,77.94118
924,02M280,Manhattan Early College School for Advertising,2016,Common Core Algebra 2,6,64.166664,50.0
925,02M280,Manhattan Early College School for Advertising,2016,Common Core English,94,75.78723,87.23404
926,02M280,Manhattan Early College School for Advertising,2016,Common Core Geometry,48,62.5625,39.583332
927,02M280,Manhattan Early College School for Advertising,2016,Global History and Geography,90,69.54444,68.888885
928,02M280,Manhattan Early College School for Advertising,2016,Integrated Algebra,6,72.833336,100.0
929,02M280,Manhattan Early College School for Advertising,2016,Living Environment,88,74.75,88.63636
930,02M280,Manhattan Early College School for Advertising,2016,Chemistry,70,68.5,64.28571
931,02M280,Manhattan Early College School for Advertising,2017,Common Core Algebra,120,67.5,70.833336
932,02M280,Manhattan Early College School for Advertising,2017,Common Core Algebra 2,25,70.76,80.0
