id,school_dbn,school_name,year,regents_exam,total_tested,mean_score,percent_65_or_above
26890,21K525,Edward R. Murrow High School,2022,Italian,40,86.775,100.0
26891,21K525,Edward R. Murrow High School,2022,Living Environment,470,73.41702,75.106384
26892,21K525,Edward R. Murrow High School,2022,Chemistry,407,64.54791,47.420147
26893,21K525,Edward R. Murrow High School,2022,Earth Science,469,64.30064,54.79744
26894,21K525,Edward R. Murrow High School,2022,Physics,124,63.048386,45.16129
26895,21K525,Edward R. Murrow High School,2022,Spanish,294,83.44898,99.319725
26896,21K525,Edward R. Murrow High School,2023,Chinese,91,93.81319,100.0
26897,21K525,Edward R. Murrow High School,2023,Common Core Algebra,838,61.97136,44.749405
26898,21K525,Edward R. Murrow High School,2023,Common Core Algebra 2,752,58.76729,38.56383
26899,21K525,Edward R. Murrow High School,2023,Common Core English,960,76.94063,80.625
26900,21K525,Edward R. Murrow High School,2023,Common Core Geometry,686,62.406704,50.291546
26901,21K525,Edward R. Murrow High School,2023,French,63,85.507935,100.0
26902,21K525,Edward R. Murrow High School,2023,Global History and Geography,914,73.79978,77.57111
26903,21K525,Edward R. Murrow High School,2023,Italian,90,82.21111,98.888885
26904,21K525,Edward R. Murrow High School,2023,Living Environment,578,67.07266,60.034603
26905,21K525,Edward R. Murrow High School,2023,Chemistry,389,64.532135,52.18509
26906,21K525,Edward R. Murrow High School,2023,Earth Science,506,62.41502,48.814228
26907,21K525,Edward R. Murrow High School,2023,Physics,88,68.25,63.636364
26908,21K525,Edward R. Murrow High School,2023,Spanish,226,85.64602,99.557526
26909,21K525,Edward R. Murrow High School,2023,US History and Government,788,75.93274,85.913704
26910,21K540,John Dewey High School,2015,Algebra 2 (Trigonometry),396,52.699493,30.050505
26911,21K540,John Dewey High School,2015,Chinese,49,92.14286,100.0
26912,21K540,John Dewey High School,2015,Common Core Algebra,672,62.0,46.72619
26913,21K540,John Dewey High School,2015,Common Core English,412,71.902916,69.902916
26914,21K540,John Dewey High School,2015,Common Core Geometry,390,56.302563,27.692308
26915,21K540,John Dewey High School,2015,English,349,62.2894,56.160458
26916,21K540,John Dewey High School,2015,French,9,93.22222,100.0
26917,21K540,John Dewey High School,2015,Geometry,473,63.7167,51.374207
26918,21K540,John Dewey High School,2015,Global History and Geography,570,69.33509,68.24561
26919,21K540,John Dewey High School,2015,Integrated Algebra,564,68.15958,66.13475
26920,21K540,John Dewey High School,2015,Living Environment,737,70.06106,67.70692
26921,21K540,John Dewey High School,2015,Chemistry,342,60.38889,34.210526
26922,21K540,John Dewey High School,2015,Earth Science,285,57.957893,32.2807
26923,21K540,John Dewey High School,2015,Physics,107,58.17757,45.79439
26924,21K540,John Dewey High School,2015,Spanish,218,83.44037,98.16514
26925,21K540,John Dewey High School,2015,US History and Government,480,75.05417,78.541664
26926,21K540,John Dewey High School,2016,Algebra 2 (Trigonometry),395,49.48861,19.240507
26927,21K540,John Dewey High School,2016,Chinese,37,89.0,97.297295
26928,21K540,John Dewey High School,2016,Common Core Algebra,922,63.68113,49.24078
26929,21K540,John Dewey High School,2016,Common Core Algebra 2,281,55.120995,26.690392
26930,21K540,John Dewey High School,2016,Common Core English,803,67.80946,69.24035
26931,21K540,John Dewey High School,2016,Common Core Geometry,580,56.83276,31.724138
26932,21K540,John Dewey High School,2016,English,116,57.482758,30.172413
26933,21K540,John Dewey High School,2016,French,6,90.666664,100.0
26934,21K540,John Dewey High School,2016,Geometry,102,53.77451,17.647058
26935,21K540,John Dewey High School,2016,Global History and Geography,685,66.50219,59.12409
26936,21K540,John Dewey High School,2016,Integrated Algebra,111,64.46847,61.26126
26937,21K540,John Dewey High School,2016,Living Environment,639,68.25822,64.94523
26938,21K540,John Dewey High School,2016,Chemistry,416,58.451923,30.76923
26939,21K540,John Dewey High School,2016,Earth Science,230,59.873913,38.695652
26940,21K540,John Dewey High School,2016,Physics,110,47.80909,20.90909
26941,21K540,John Dewey High School,2016,Spanish,108,73.833336,86.111115
26942,21K540,John Dewey High School,2016,US History and Government,466,73.4485,77.46781
26943,21K540,John Dewey High School,2017,Algebra 2 (Trigonometry),55,46.054546,10.909091
26944,21K540,John Dewey High School,2017,Chinese,40,84.025,95.0
26945,21K540,John Dewey High School,2017,Common Core Algebra,1134,69.664024,70.89947
26946,21K540,John Dewey High School,2017,Common Core Algebra 2,166,70.99397,77.10844
26947,21K540,John Dewey High School,2017,Common Core English,820,66.94512,67.80488
26948,21K540,John Dewey High School,2017,Common Core Geometry,405,65.076546,54.5679
26949,21K540,John Dewey High School,2017,Global History and Geography,721,64.18863,52.70458
26950,21K540,John Dewey High School,2017,Living Environment,626,66.571884,58.466454
26951,21K540,John Dewey High School,2017,Chemistry,296,63.76351,48.31081
26952,21K540,John Dewey High School,2017,Earth Science,280,56.810715,33.92857
26953,21K540,John Dewey High School,2017,Physics,69,55.913044,31.884058
26954,21K540,John Dewey High School,2017,Spanish,175,79.582855,90.28571
26955,21K540,John Dewey High School,2017,US History and Government,576,75.53646,78.125
26956,21K540,John Dewey High School,2018,Chinese,73,91.12329,97.26028
26957,21K540,John Dewey High School,2018,Common Core Algebra,782,66.349106,59.846546
26958,21K540,John Dewey High School,2018,Common Core Algebra 2,258,71.62791,80.23256
26959,21K540,John Dewey High School,2018,Common Core English,853,64.47011,66.00234
26960,21K540,John Dewey High School,2018,Common Core Geometry,554,61.11372,47.11191
26961,21K540,John Dewey High School,2018,Global History and Geography,459,69.18519,63.834423
26962,21K540,John Dewey High School,2018,Living Environment,667,67.66267,63.41829
26963,21K540,John Dewey High School,2018,Chemistry,213,66.985916,62.441315
26964,21K540,John Dewey High School,2018,Earth Science,24,48.833332,16.666666
26965,21K540,John Dewey High School,2018,Physics,42,59.238094,38.095238
26966,21K540,John Dewey High School,2018,Spanish,156,78.85256,85.25641
26967,21K540,John Dewey High School,2018,US History and Government,801,73.3633,74.781525
26968,21K540,John Dewey High School,2019,Chinese,44,87.38636,100.0
26969,21K540,John Dewey High School,2019,Common Core Algebra,792,69.44192,67.42424
26970,21K540,John Dewey High School,2019,Common Core Algebra 2,210,71.82381,79.52381
26971,21K540,John Dewey High School,2019,Common Core English,845,70.743195,75.6213
26972,21K540,John Dewey High School,2019,Common Core Geometry,410,62.0,48.536587
26973,21K540,John Dewey High School,2019,Global History and Geography,600,72.205,79.0
26974,21K540,John Dewey High School,2019,Living Environment,680,68.7,66.02941
26975,21K540,John Dewey High School,2019,Chemistry,311,63.855305,49.83923
26976,21K540,John Dewey High School,2019,Physics,8,78.375,100.0
26977,21K540,John Dewey High School,2019,Spanish,96,79.177086,89.583336
26978,21K540,John Dewey High School,2019,US History and Government,539,68.52505,64.56401
26979,21K540,John Dewey High School,2020,Common Core Algebra,211,60.966824,45.023697
26980,21K540,John Dewey High School,2020,Common Core Algebra 2,17,61.705883,47.058823
26981,21K540,John Dewey High School,2020,Common Core English,616,72.44643,74.83766
26982,21K540,John Dewey High School,2020,Common Core Geometry,72,51.541668,12.5
26983,21K540,John Dewey High School,2020,Global History and Geography,83,59.626507,36.144577
26984,21K540,John Dewey High School,2020,Living Environment,170,57.64706,32.941177
26985,21K540,John Dewey High School,2020,Chemistry,21,60.333332,23.809525
26986,21K540,John Dewey High School,2020,US History and Government,114,58.096493,35.08772
26987,21K540,John Dewey High School,2021,Common Core Algebra,33,58.060608,33.333332
26988,21K540,John Dewey High School,2021,Common Core English,29,73.034485,75.86207
26989,21K540,John Dewey High School,2021,Living Environment,32,58.5,34.375
26990,21K540,John Dewey High School,2022,Chinese,18,87.833336,100.0
26991,21K540,John Dewey High School,2022,Common Core Algebra,468,65.720085,59.188034
26992,21K540,John Dewey High School,2022,Common Core Algebra 2,227,59.079296,40.969162
26993,21K540,John Dewey High School,2022,Common Core English,579,65.409325,65.28497
26994,21K540,John Dewey High School,2022,Common Core Geometry,378,51.57672,24.867725
26995,21K540,John Dewey High School,2022,Global History and Geography,427,72.89696,81.03044
26996,21K540,John Dewey High School,2022,Living Environment,441,66.01814,57.369614
26997,21K540,John Dewey High School,2022,Chemistry,284,51.44014,15.492958
26998,21K540,John Dewey High School,2022,Earth Science,89,53.21348,31.460674
26999,21K540,John Dewey High School,2022,Physics,32,36.09375,9.375
27000,21K540,John Dewey High School,2022,Spanish,161,77.478264,84.472046
27001,21K540,John Dewey High School,2023,Chinese,15,90.13333,100.0
27002,21K540,John Dewey High School,2023,Common Core Algebra,525,65.24762,60.57143
27003,21K540,John Dewey High School,2023,Common Core Algebra 2,239,60.832638,43.514645
27004,21K540,John Dewey High School,2023,Common Core English,636,68.41038,66.50944
27005,21K540,John Dewey High School,2023,Common Core Geometry,432,60.041668,42.824074
27006,21K540,John Dewey High School,2023,Global History and Geography,586,71.46587,72.69624
27007,21K540,John Dewey High School,2023,Living Environment,418,65.0622,54.545456
27008,21K540,John Dewey High School,2023,Chemistry,318,61.518867,46.226414
27009,21K540,John Dewey High School,2023,Earth Science,85,53.97647,30.588236
27010,21K540,John Dewey High School,2023,Spanish,80,85.9625,98.75
27011,21K540,John Dewey High School,2023,US History and Government,247,70.311745,72.06477
27012,21K559,Life Academy High School for Film and Music,2015,Algebra 2 (Trigonometry),11,38.363636,0.0
27013,21K559,Life Academy High School for Film and Music,2015,English,74,83.63513,97.297295
27014,21K559,Life Academy High School for Film and Music,2015,Geometry,191,67.75393,83.24607
27015,21K559,Life Academy High School for Film and Music,2015,Global History and Geography,72,78.916664,95.833336
27016,21K559,Life Academy High School for Film and Music,2015,Integrated Algebra,30,70.066666,76.666664
27017,21K559,Life Academy High School for Film and Music,2015,Living Environment,80,78.5625,97.5
27018,21K559,Life Academy High School for Film and Music,2015,Earth Science,61,69.540985,73.77049
27019,21K559,Life Academy High School for Film and Music,2015,Spanish,8,91.75,100.0
27020,21K559,Life Academy High School for Film and Music,2015,US History and Government,71,85.97183,100.0
27021,21K559,Life Academy High School for Film and Music,2016,Algebra 2 (Trigonometry),49,32.142857,2.0408163
27022,21K559,Life Academy High School for Film and Music,2016,Common Core Algebra,93,57.51613,34.408604
27023,21K559,Life Academy High School for Film and Music,2016,Common Core Algebra 2,21,50.61905,9.523809
27024,21K559,Life Academy High School for Film and Music,2016,Common Core English,65,73.723076,80.0
27025,21K559,Life Academy High School for Film and Music,2016,Common Core Geometry,101,46.29703,3.960396
27026,21K559,Life Academy High School for Film and Music,2016,Global History and Geography,71,55.15493,38.028168
27027,21K559,Life Academy High School for Film and Music,2016,Living Environment,75,64.8,53.333332
27028,21K559,Life Academy High School for Film and Music,2016,Earth Science,70,48.32857,17.142857
27029,21K559,Life Academy High School for Film and Music,2016,Spanish,19,89.789474,100.0
27030,21K559,Life Academy High School for Film and Music,2016,US History and Government,64,58.984375,42.1875
27031,21K559,Life Academy High School for Film and Music,2017,Common Core Algebra,151,65.013245,58.278145
27032,21K559,Life Academy High School for Film and Music,2017,Common Core Algebra 2,11,60.363636,45.454544
27033,21K559,Life Academy High School for Film and Music,2017,Common Core English,89,73.60674,83.146065
27034,21K559,Life Academy High School for Film and Music,2017,Common Core Geometry,83,47.698795,9.638555
27035,21K559,Life Academy High School for Film and Music,2017,Global History and Geography,115,57.95652,40.869564
27036,21K559,Life Academy High School for Film and Music,2017,Living Environment,84,63.261906,51.190475
27037,21K559,Life Academy High School for Film and Music,2017,Chemistry,19,62.0,47.36842
27038,21K559,Life Academy High School for Film and Music,2017,Earth Science,87,57.643677,37.931034
27039,21K559,Life Academy High School for Film and Music,2017,Spanish,14,89.35714,100.0
27040,21K559,Life Academy High School for Film and Music,2017,US History and Government,86,64.76744,60.465115
27041,21K559,Life Academy High School for Film and Music,2018,Common Core Algebra,138,66.347824,63.768116
27042,21K559,Life Academy High School for Film and Music,2018,Common Core Algebra 2,10,77.6,100.0
27043,21K559,Life Academy High School for Film and Music,2018,Common Core English,77,68.792206,75.32468
27044,21K559,Life Academy High School for Film and Music,2018,Common Core Geometry,109,60.669724,43.119267
27045,21K559,Life Academy High School for Film and Music,2018,Global History and Geography,120,64.275,53.333332
27046,21K559,Life Academy High School for Film and Music,2018,Living Environment,107,63.728973,60.747665
27047,21K559,Life Academy High School for Film and Music,2018,Chemistry,25,65.6,48.0
27048,21K559,Life Academy High School for Film and Music,2018,Earth Science,80,64.825,52.5
27049,21K559,Life Academy High School for Film and Music,2018,US History and Government,81,67.45679,65.4321
27050,21K559,Life Academy High School for Film and Music,2019,Common Core Algebra,100,66.64,73.0
27051,21K559,Life Academy High School for Film and Music,2019,Common Core Algebra 2,26,60.384617,57.692307
27052,21K559,Life Academy High School for Film and Music,2019,Common Core English,81,72.44444,80.24691
27053,21K559,Life Academy High School for Film and Music,2019,Common Core Geometry,96,56.020832,28.125
27054,21K559,Life Academy High School for Film and Music,2019,Global History and Geography,110,64.86364,59.090908
27055,21K559,Life Academy High School for Film and Music,2019,Living Environment,91,58.021976,41.758244
27056,21K559,Life Academy High School for Film and Music,2019,Chemistry,16,65.25,43.75
27057,21K559,Life Academy High School for Film and Music,2019,Earth Science,65,52.953846,16.923077
27058,21K559,Life Academy High School for Film and Music,2019,Spanish,6,85.0,83.333336
27059,21K559,Life Academy High School for Film and Music,2019,US History and Government,77,66.14286,55.844154
27060,21K559,Life Academy High School for Film and Music,2020,Common Core Algebra,43,63.0,60.465115
27061,21K559,Life Academy High School for Film and Music,2020,Common Core English,58,69.87931,74.13793
27062,21K559,Life Academy High School for Film and Music,2020,Common Core Geometry,16,56.25,0.0
27063,21K559,Life Academy High School for Film and Music,2020,Global History and Geography,30,54.133335,16.666666
27064,21K559,Life Academy High School for Film and Music,2020,Living Environment,42,48.95238,11.904762
27065,21K559,Life Academy High School for Film and Music,2020,US History and Government,25,56.88,44.0
27066,21K559,Life Academy High School for Film and Music,2021,Common Core Algebra,15,46.066666,6.6666665
27067,21K559,Life Academy High School for Film and Music,2021,Common Core English,6,25.166666,16.666666
27068,21K559,Life Academy High School for Film and Music,2021,Living Environment,17,38.882355,0.0
27069,21K559,Life Academy High School for Film and Music,2021,Earth Science,13,35.23077,7.6923075
27070,21K559,Life Academy High School for Film and Music,2022,Common Core Algebra,92,64.554344,60.869564
27071,21K559,Life Academy High School for Film and Music,2022,Common Core Algebra 2,41,53.92683,29.268293
27072,21K559,Life Academy High School for Film and Music,2022,Common Core English,72,61.180557,59.72222
27073,21K559,Life Academy High School for Film and Music,2022,Common Core Geometry,53,40.603775,3.7735848
27074,21K559,Life Academy High School for Film and Music,2022,Global History and Geography,51,59.137257,37.2549
27075,21K559,Life Academy High School for Film and Music,2022,Living Environment,72,59.180557,37.5
27076,21K559,Life Academy High School for Film and Music,2022,Earth Science,37,38.54054,5.4054055
27077,21K559,Life Academy High School for Film and Music,2022,Spanish,23,81.17391,91.304344
27078,21K559,Life Academy High School for Film and Music,2023,Common Core Algebra,102,57.813725,37.2549
27079,21K559,Life Academy High School for Film and Music,2023,Common Core Algebra 2,74,52.337837,31.081081
27080,21K559,Life Academy High School for Film and Music,2023,Common Core English,82,58.621952,51.219513
27081,21K559,Life Academy High School for Film and Music,2023,Common Core Geometry,105,47.47619,9.523809
27082,21K559,Life Academy High School for Film and Music,2023,Global History and Geography,82,61.987804,50.0
27083,21K559,Life Academy High School for Film and Music,2023,Living Environment,88,54.55682,23.863636
27084,21K559,Life Academy High School for Film and Music,2023,Earth Science,86,49.82558,22.093023
27085,21K559,Life Academy High School for Film and Music,2023,Spanish,42,81.52381,97.61905
27086,21K559,Life Academy High School for Film and Music,2023,US History and Government,47,62.82979,55.31915
27087,21K572,Leaders High School,2015,Common Core English,52,68.34615,75.0
27088,21K572,Leaders High School,2015,English,91,73.91209,79.12088
27089,21K572,Leaders High School,2016,Common Core English,72,73.875,81.94444
27090,21K572,Leaders High School,2016,English,9,56.333332,33.333332
27091,21K572,Leaders High School,2017,Common Core English,86,70.56977,77.906975
27092,21K572,Leaders High School,2018,Common Core English,100,70.24,78.0
27093,21K572,Leaders High School,2019,Common Core English,104,74.47115,82.69231
27094,21K572,Leaders High School,2020,Common Core English,105,76.37143,78.09524
27095,21K572,Leaders High School,2023,Common Core English,91,75.47253,90.10989
27096,21K620,William E. Grady Career and Technical Education High School,2015,Algebra 2 (Trigonometry),32,36.96875,9.375
27097,21K620,William E. Grady Career and Technical Education High School,2015,Common Core Algebra,122,52.418034,12.295082
27098,21K620,William E. Grady Career and Technical Education High School,2015,Common Core Geometry,45,50.91111,13.333333
27099,21K620,William E. Grady Career and Technical Education High School,2015,English,144,63.944443,62.5
27100,21K620,William E. Grady Career and Technical Education High School,2015,Geometry,67,58.25373,29.850746
27101,21K620,William E. Grady Career and Technical Education High School,2015,Global History and Geography,192,61.427082,47.395832
27102,21K620,William E. Grady Career and Technical Education High School,2015,Integrated Algebra,135,61.725925,42.22222
27103,21K620,William E. Grady Career and Technical Education High School,2015,Living Environment,160,64.18125,58.125
27104,21K620,William E. Grady Career and Technical Education High School,2015,Chemistry,9,57.0,11.111111
27105,21K620,William E. Grady Career and Technical Education High School,2015,Earth Science,114,61.789474,40.350876
27106,21K620,William E. Grady Career and Technical Education High School,2015,US History and Government,92,68.42391,64.13043
27107,21K620,William E. Grady Career and Technical Education High School,2016,Algebra 2 (Trigonometry),30,41.233334,3.3333333
27108,21K620,William E. Grady Career and Technical Education High School,2016,Common Core Algebra,189,62.333332,50.79365
27109,21K620,William E. Grady Career and Technical Education High School,2016,Common Core Algebra 2,22,49.136364,9.090909
27110,21K620,William E. Grady Career and Technical Education High School,2016,Common Core English,175,66.20571,68.57143
27111,21K620,William E. Grady Career and Technical Education High School,2016,English,19,59.894737,31.578947
27112,21K620,William E. Grady Career and Technical Education High School,2016,Global History and Geography,235,58.076595,36.595745
27113,21K620,William E. Grady Career and Technical Education High School,2016,Integrated Algebra,16,70.125,100.0
27114,21K620,William E. Grady Career and Technical Education High School,2016,Living Environment,187,60.058823,40.106953
27115,21K620,William E. Grady Career and Technical Education High School,2016,Chemistry,39,54.974358,17.948717
27116,21K620,William E. Grady Career and Technical Education High School,2016,Earth Science,117,59.504272,32.478634
27117,21K620,William E. Grady Career and Technical Education High School,2016,US History and Government,126,68.80159,65.87302
27118,21K620,William E. Grady Career and Technical Education High School,2017,Algebra 2 (Trigonometry),9,49.0,11.111111
27119,21K620,William E. Grady Career and Technical Education High School,2017,Common Core Algebra,146,62.472603,50.684933
27120,21K620,William E. Grady Career and Technical Education High School,2017,Common Core English,188,66.71277,69.680855
27121,21K620,William E. Grady Career and Technical Education High School,2017,Common Core Geometry,71,49.15493,12.676056
27122,21K620,William E. Grady Career and Technical Education High School,2017,Global History and Geography,166,54.44578,25.301205
27123,21K620,William E. Grady Career and Technical Education High School,2017,Living Environment,105,57.314285,26.666666
27124,21K620,William E. Grady Career and Technical Education High School,2017,Chemistry,31,51.967743,19.35484
27125,21K620,William E. Grady Career and Technical Education High School,2017,Earth Science,74,47.89189,17.567568
27126,21K620,William E. Grady Career and Technical Education High School,2017,US History and Government,146,59.746574,42.46575
27127,21K620,William E. Grady Career and Technical Education High School,2018,Common Core Algebra,188,63.404255,55.31915
27128,21K620,William E. Grady Career and Technical Education High School,2018,Common Core Algebra 2,12,58.583332,41.666668
27129,21K620,William E. Grady Career and Technical Education High School,2018,Common Core English,118,61.525425,50.847458
27130,21K620,William E. Grady Career and Technical Education High School,2018,Common Core Geometry,47,54.404255,25.531916
27131,21K620,William E. Grady Career and Technical Education High School,2018,Global History and Geography,168,58.13095,36.309525
27132,21K620,William E. Grady Career and Technical Education High School,2018,Living Environment,187,64.22995,53.475937
27133,21K620,William E. Grady Career and Technical Education High School,2018,Earth Science,39,59.48718,43.589745
27134,21K620,William E. Grady Career and Technical Education High School,2018,US History and Government,113,60.672565,48.672565
27135,21K620,William E. Grady Career and Technical Education High School,2019,Common Core Algebra,104,59.625,33.653847
27136,21K620,William E. Grady Career and Technical Education High School,2019,Common Core Algebra 2,10,69.2,80.0
27137,21K620,William E. Grady Career and Technical Education High School,2019,Common Core English,153,63.620914,61.43791
27138,21K620,William E. Grady Career and Technical Education High School,2019,Common Core Geometry,99,55.929295,28.282827
27139,21K620,William E. Grady Career and Technical Education High School,2019,Global History and Geography,107,64.47664,52.33645
27140,21K620,William E. Grady Career and Technical Education High School,2019,Living Environment,122,60.311474,36.065575
27141,21K620,William E. Grady Career and Technical Education High School,2019,Chemistry,12,63.5,50.0
27142,21K620,William E. Grady Career and Technical Education High School,2019,Earth Science,116,56.896553,32.75862
27143,21K620,William E. Grady Career and Technical Education High School,2019,US History and Government,102,64.13725,50.980392
27144,21K620,William E. Grady Career and Technical Education High School,2020,Common Core Algebra,132,58.090908,40.909092
27145,21K620,William E. Grady Career and Technical Education High School,2020,Common Core Algebra 2,25,60.56,36.0
27146,21K620,William E. Grady Career and Technical Education High School,2020,Common Core English,70,66.51428,68.57143
27147,21K620,William E. Grady Career and Technical Education High School,2020,Common Core Geometry,11,54.909092,27.272728
27148,21K620,William E. Grady Career and Technical Education High School,2020,Global History and Geography,10,47.2,10.0
27149,21K620,William E. Grady Career and Technical Education High School,2020,Living Environment,16,49.5625,12.5
27150,21K620,William E. Grady Career and Technical Education High School,2020,Earth Science,33,47.81818,12.121212
27151,21K620,William E. Grady Career and Technical Education High School,2020,US History and Government,17,58.882355,35.294117
27152,21K620,William E. Grady Career and Technical Education High School,2021,Common Core Algebra,9,54.333332,44.444443
27153,21K620,William E. Grady Career and Technical Education High School,2021,Common Core English,7,57.857143,57.142857
27154,21K620,William E. Grady Career and Technical Education High School,2021,Living Environment,7,65.14286,57.142857
27155,21K620,William E. Grady Career and Technical Education High School,2022,Common Core Algebra,112,60.13393,41.07143
27156,21K620,William E. Grady Career and Technical Education High School,2022,Common Core Algebra 2,42,44.238094,14.285714
27157,21K620,William E. Grady Career and Technical Education High School,2022,Common Core English,41,61.17073,46.341465
27158,21K620,William E. Grady Career and Technical Education High School,2022,Common Core Geometry,167,38.479042,2.9940119
27159,21K620,William E. Grady Career and Technical Education High School,2022,Global History and Geography,114,62.938595,50.877193
27160,21K620,William E. Grady Career and Technical Education High School,2022,Living Environment,121,62.2562,46.28099
27161,21K620,William E. Grady Career and Technical Education High School,2022,Chemistry,62,40.20968,3.2258065
27162,21K620,William E. Grady Career and Technical Education High School,2022,Earth Science,102,51.088234,19.607843
27163,21K620,William E. Grady Career and Technical Education High School,2023,Common Core Algebra,279,56.677418,29.749104
27164,21K620,William E. Grady Career and Technical Education High School,2023,Common Core Algebra 2,100,44.66,2.0
27165,21K620,William E. Grady Career and Technical Education High School,2023,Common Core English,149,69.7047,70.469795
27166,21K620,William E. Grady Career and Technical Education High School,2023,Common Core Geometry,95,50.66316,16.842106
27167,21K620,William E. Grady Career and Technical Education High School,2023,Global History and Geography,177,65.0339,58.75706
27168,21K620,William E. Grady Career and Technical Education High School,2023,Living Environment,143,60.65035,41.958042
27169,21K620,William E. Grady Career and Technical Education High School,2023,Chemistry,96,43.302082,2.0833333
27170,21K620,William E. Grady Career and Technical Education High School,2023,Earth Science,137,69.423355,63.50365
27171,21K620,William E. Grady Career and Technical Education High School,2023,US History and Government,102,60.313725,37.2549
27172,21K690,Brooklyn Studio Secondary School,2015,Algebra 2 (Trigonometry),62,49.951614,19.35484
27173,21K690,Brooklyn Studio Secondary School,2015,Common Core Algebra,150,63.18667,52.666668
27174,21K690,Brooklyn Studio Secondary School,2015,Common Core English,22,88.90909,100.0
27175,21K690,Brooklyn Studio Secondary School,2015,Common Core Geometry,147,52.92517,19.047619
27176,21K690,Brooklyn Studio Secondary School,2015,English,181,77.22099,87.292816
27177,21K690,Brooklyn Studio Secondary School,2015,Geometry,180,63.77222,57.77778
27178,21K690,Brooklyn Studio Secondary School,2015,Global History and Geography,212,68.64151,65.56604
27179,21K690,Brooklyn Studio Secondary School,2015,Integrated Algebra,245,69.155106,72.65306
27180,21K690,Brooklyn Studio Secondary School,2015,Italian,28,81.03571,96.42857
27181,21K690,Brooklyn Studio Secondary School,2015,Living Environment,192,68.4375,66.666664
27182,21K690,Brooklyn Studio Secondary School,2015,Chemistry,57,61.035088,35.08772
27183,21K690,Brooklyn Studio Secondary School,2015,Earth Science,147,72.57823,79.591835
27184,21K690,Brooklyn Studio Secondary School,2015,Physics,25,72.0,80.0
27185,21K690,Brooklyn Studio Secondary School,2015,Spanish,26,84.23077,96.15385
27186,21K690,Brooklyn Studio Secondary School,2015,US History and Government,173,83.65896,89.01734
27187,21K690,Brooklyn Studio Secondary School,2016,Algebra 2 (Trigonometry),69,58.115944,33.333332
27188,21K690,Brooklyn Studio Secondary School,2016,Common Core Algebra,287,65.31359,58.188152
27189,21K690,Brooklyn Studio Secondary School,2016,Common Core Algebra 2,54,58.444443,35.185184
27190,21K690,Brooklyn Studio Secondary School,2016,Common Core English,170,81.63529,94.117645
27191,21K690,Brooklyn Studio Secondary School,2016,Common Core Geometry,148,57.385136,34.45946
27192,21K690,Brooklyn Studio Secondary School,2016,English,20,60.9,40.0
27193,21K690,Brooklyn Studio Secondary School,2016,Geometry,34,51.14706,8.823529
27194,21K690,Brooklyn Studio Secondary School,2016,Global History and Geography,200,69.73,75.5
27195,21K690,Brooklyn Studio Secondary School,2016,Integrated Algebra,22,67.681816,68.181816
27196,21K690,Brooklyn Studio Secondary School,2016,Italian,28,78.35714,89.28571
27197,21K690,Brooklyn Studio Secondary School,2016,Living Environment,199,67.36684,61.809044
27198,21K690,Brooklyn Studio Secondary School,2016,Chemistry,48,64.270836,56.25
27199,21K690,Brooklyn Studio Secondary School,2016,Earth Science,165,66.29091,57.575756
27200,21K690,Brooklyn Studio Secondary School,2016,Physics,17,61.235294,58.82353
27201,21K690,Brooklyn Studio Secondary School,2016,Spanish,41,77.243904,95.12195
27202,21K690,Brooklyn Studio Secondary School,2016,US History and Government,193,78.507774,86.01036
27203,21K690,Brooklyn Studio Secondary School,2017,Algebra 2 (Trigonometry),6,45.333332,16.666666
27204,21K690,Brooklyn Studio Secondary School,2017,Common Core Algebra,238,66.315125,60.92437
27205,21K690,Brooklyn Studio Secondary School,2017,Common Core Algebra 2,48,68.104164,77.083336
27206,21K690,Brooklyn Studio Secondary School,2017,Common Core English,168,80.958336,94.04762
27207,21K690,Brooklyn Studio Secondary School,2017,Common Core Geometry,177,57.723164,31.638418
27208,21K690,Brooklyn Studio Secondary School,2017,Global History and Geography,181,71.96685,76.79558
27209,21K690,Brooklyn Studio Secondary School,2017,Italian,22,76.36364,77.27273
27210,21K690,Brooklyn Studio Secondary School,2017,Living Environment,187,67.06417,58.28877
27211,21K690,Brooklyn Studio Secondary School,2017,Chemistry,59,63.16949,38.98305
27212,21K690,Brooklyn Studio Secondary School,2017,Earth Science,161,62.8882,47.826088
27213,21K690,Brooklyn Studio Secondary School,2017,Physics,19,74.26316,78.947365
27214,21K690,Brooklyn Studio Secondary School,2017,Spanish,43,76.0,79.06977
27215,21K690,Brooklyn Studio Secondary School,2017,US History and Government,157,83.73885,92.35669
27216,21K690,Brooklyn Studio Secondary School,2018,Common Core Algebra,321,67.666664,70.40498
27217,21K690,Brooklyn Studio Secondary School,2018,Common Core Algebra 2,82,66.902435,65.85366
27218,21K690,Brooklyn Studio Secondary School,2018,Common Core English,181,73.342545,79.558014
27219,21K690,Brooklyn Studio Secondary School,2018,Common Core Geometry,74,66.554054,59.45946
27220,21K690,Brooklyn Studio Secondary School,2018,Global History and Geography,161,76.03106,77.639755
27221,21K690,Brooklyn Studio Secondary School,2018,Italian,13,81.0,100.0
27222,21K690,Brooklyn Studio Secondary School,2018,Living Environment,184,68.61413,63.04348
27223,21K690,Brooklyn Studio Secondary School,2018,Chemistry,68,65.98529,58.82353
27224,21K690,Brooklyn Studio Secondary School,2018,Earth Science,129,67.790695,58.139534
27225,21K690,Brooklyn Studio Secondary School,2018,Physics,9,80.77778,88.888885
