schools,id
24Q311: Corona Arts and Sciences Academy,690
24Q455: Newtown High School,691
24Q457: H.S. Arts and Business YABC,692
24Q485: Grover Cleveland High School,693
24Q520: Middle College High School at LaGuardia Community,694
24Q530: International High School at LaGuardia Community College,695
24Q550: High School for Arts and Business,696
"24Q560: Robert F. Wagner, Jr. Secondary School for Arts and Technology",697
24Q585: Maspeth High School,698
24Q600: Queens Technical High School,699
24Q610: Aviation Career and Technical Education High School,700
24Q744: VOYAGES Preparatory,701
25Q025: I.S. 025 Adrien Block,702
25Q164: P.S. 164 Queens Valley,703
25Q185: J.H.S. 185 Edward Bleeker,704
25Q189: J.H.S. 189 Daniel Carter Beard,705
25Q194: J.H.S. 194 William Carr,706
25Q200: P.S. | M.S. 200 The Magnet School of Global Studie,707
25Q219: P.S. 219 Paul Klapper,708
25Q237: I.S. 237,709
25Q240: Veritas Academy,710
25Q241: Queens High School for Language Studies,711
25Q250: I.S. 250 The Robert F. Kennedy Community Middle School,712
25Q252: The Queens School of Inquiry,713
25Q263: Flushing International High School,714
25Q281: East-West School of International Studies,715
25Q285: World Journalism Preparatory: A College Board School,716
25Q294: BELL Academy,717
25Q379: College Point Collaborative,718
25Q425: John Bowne High School,719
25Q460: Flushing High School,720
25Q467: Flushing YABC,721
"25Q499: The Queens College School for Math, Science and Technology",722
25Q525: Townsend Harris High School,723
25Q540: Queens Academy High School,724
25Q670: Robert F. Kennedy Community High School,725
25Q792: North Queens Community High School,726
26Q067: J.H.S. 067 Louis Pasteur,727
26Q074: J.H.S. 074 Nathaniel Hawthorne,728
26Q158: M.S. 158 Marie Curie,729
26Q172: M.S. 172 Irwin Altman,730
26Q178: P.S. | I.S. 178 Holliswood,731
26Q216: J.H.S. 216 George J. Ryan,732
26Q266: P.S. | I.S. 266,733
26Q315: Business Technology Early College High School,734
26Q415: Benjamin N. Cardozo High School,735
26Q430: Francis Lewis High School,736
26Q435: Martin Van Buren High School,737
26Q495: Bayside High School,738
"26Q566: Queens High School of Teaching, Liberal Arts and the Sciences",739
27Q042: P.S. | M.S 42 Robert Vernam,740
27Q043: P.S. 043,741
27Q047: P.S. 047 Chris Galas,742
27Q053: M.S. 053 Brian Piccolo,743
27Q105: P.S. 105 The Bay School,744
27Q114: P.S. | M.S. 114 Belle Harbor,745
27Q124: P.S. 124 Osmond A Church,746
27Q137: M.S. 137 America's School of Heroes,747
27Q146: P.S. 146 Howard Beach,748
27Q202: J.H.S. 202 Robert H. Goddard,749
27Q207: P.S. 207 Rockwood Park,750
27Q210: J.H.S. 210 Elizabeth Blackwell,751
27Q226: J.H.S. 226 Virgil I. Grissom,752
27Q232: P.S. 232 Lindenwood,753
27Q260: Frederick Douglass Academy VI High School,754
27Q261: Voyages Prep - South Queens,755
27Q262: Channel View School for Research,756
27Q282: Knowledge and Power Preparatory Academy VI,757
27Q297: Hawtree Creek Middle School,758
"27Q302: Queens High School for Information, Research, and Technology",759
27Q308: Robert H. Goddard High School of Communication Art,760
27Q309: Academy of Medical Technology: A College Board School,761
27Q314: Epic High School - South,762
27Q318: Waterside School For Leadership,763
27Q319: Village Academy,764
27Q323: Scholars' Academy,765
27Q324: Rockaway Park High School for Environmental Sustainability,766
27Q333: Goldie Maple Academy,767
27Q334: Epic High School - North,768
27Q351: Rockaway Collegiate High School,769
27Q400: August Martin High School,770
27Q475: Richmond Hill High School,771
27Q480: John Adams High School,772
27Q487: John Adams YABC,773
"27Q650: High School for Construction Trades, Engineering and Architecture",774
28Q008: J.H.S. 008 Richard S. Grossley,775
28Q072: M.S. 72 Catherine and Count Basie,776
28Q157: J.H.S. 157 Stephen A. Halsey,777
28Q167: Metropolitan Expeditionary Learning School,778
28Q190: J.H.S. 190 Russell Sage,779
28Q217: J.H.S. 217 Robert A. Van Wyck,780
28Q284: York Early College Academy,781
28Q287: The Emerson School,782
28Q310: Queens Collegiate: A College Board School,783
28Q325: Hillside Arts and Letters Academy,784
28Q328: High School for Community Leadership,785
28Q332: Redwood Middle School,786
28Q338: Queens Satellite High School for Opportunity,787
28Q350: Jamaica Gateway to the Sciences,788
28Q358: M.S. 358,789
28Q440: Forest Hills High School,790
28Q505: Hillcrest High School,791
28Q620: Thomas A. Edison Career and Technical Education High School,792
28Q680: Queens Gateway to Health Sciences Secondary School,793
28Q686: Queens Metropolitan High School,794
28Q687: Queens High School for the Sciences at York College,795
28Q690: High School for Law Enforcement and Public Safety,796
28Q896: The Young Women's Leadership School of Queens,797
29Q059: I.S. 059 Springfield Gardens,798
29Q109: Jean Nuzzi Intermediate School,799
29Q116: P.S. | I.S. 116 William C. Hughley,800
29Q138: P.S. | M.S. 138 Sunrise,801
29Q147: P.S. | M.S. 147 Ronald McNair,802
29Q192: I.S. 192 The Linden,803
29Q208: P.S. | I.S. 208,804
29Q238: I.S. 238 - Susan B. Anthony Academy,805
29Q243: Institute for Health Professions at Cambria Height,806
29Q248: Queens Preparatory Academy,807
29Q259: Pathways College Preparatory School: A College Board School,808
29Q265: Excelsior Preparatory High School,809
29Q268: P.S. | I.S. 268,810
29Q270: The Gordon Parks School,811
29Q272: George Washington Carver High School for the Sciences,812
29Q283: Preparatory Academy for Writers: A College Board School,813
29Q289: Queens United Middle School,814
29Q295: P.S. | I.S. 295,815
29Q313: Benjamin Franklin High School for Finance and Information Technology,816
29Q326: Cambria Heights Academy,817
29Q327: Eagle Academy for Young Men III,818
29Q355: Collaborative Arts Middle School,819
29Q356: Community Voices Middle School,820
"29Q492: Mathematics, Science Research and Technology Magney High School",821
"29Q498: Health, Arts, Robotics, and Technology High School",822
30Q010: I.S. 010 Horace Greeley,823
30Q078: P.S. | I.S. 78Q,824
30Q111: P.S. 111 Jacob Blackwell,825
30Q122: P.S. 122 Mamie Fay,826
30Q126: Albert Shanker School for Visual and Performing Arts,827
30Q127: P.S. 127 Aerospace Science Magnet School,828
30Q141: I.S. 141 The Steinway,829
30Q145: I.S. 145 Joseph Pulitzer,830
30Q204: I.S. 204 Oliver W. Holmes,831
30Q227: I.S. 227 Louis Armstrong,832
30Q230: I.S. 230,833
30Q258: Energy Tech High School,834
30Q286: The Young Women's Leadership School of Astoria,835
30Q291: Hunters Point Community Middle School,836
30Q300: The 30th Avenue School (G and T Citywide),837
30Q301: Academy for Careers in Television and Film,838
30Q417: Gotham Tech High School,839
30Q445: William Cullen Bryant High School,840
30Q450: Long Island City High School,841
30Q501: Frank Sinatra School of the Arts High School,842
30Q502: Information Technology High School,843
30Q555: Newcomers High School,844
30Q575: Academy of American Studies,845
30Q580: Baccalaureate School for Global Education,846
31R002: I.S. R002 George L. Egbert,847
31R007: I.S. 007 Elias Bernstein,848
31R024: I.S. 024 Myra S. Barnes,849
31R027: I.S. 027 Anning S. Prall,850
31R028: The Eagle Academy for Young Men of Staten Island,851
31R034: I.S. 034 Tottenville,852
31R047: CSI High School for International Studies,853
31R048: P.S. 048 William G. Wilcox,854
31R049: I.S. 49 Berta A. Dreyfus,855
31R051: I.S. 051 Edwin Markham,856
31R061: I.S. 061 William A Morris,857
31R063: Marsh Avenue School for Expeditionary Learning,858
31R064: Gaynor McCown Expeditionary Learning School,859
31R072: I.S. 072 Rocco Laurie,860
31R075: I.S. 075 Frank D. Paulo,861
31R080: The Michael J. Petrides School,862
31R440: New Dorp High School,863
31R445: Port Richmond High School,864
31R450: Curtis High School,865
31R455: Tottenville High School,866
31R460: Susan E. Wagner High School,867
31R470: Concord High School,868
31R600: Ralph R. McKee Career and Technical Education High,869
31R605: Staten Island Technical High School,870
31R607: Staten Island YABC,871
31R861: Staten Island School of Civic Leadership,872
32K045: P.S. | I.S. 45 Horace E. Greene,873
32K162: J.H.S. 162 The Willoughby,874
32K168: The Brooklyn School for Math and Research,875
32K291: J.H.S. 291 Roland Hayes,876
32K347: I.S. 347 School of Humanities,877
"32K349: I.S. 349 Math, Science and Technology",878
32K383: J.H.S. 383 Philippa Schuyler,879
32K384: P.S. | I.S. 384 Frances E. Carter,880
32K403: Academy for Excellence in Leadership,881
32K545: EBC High School for Public Service - Bushwick,882
32K549: The Brooklyn School for Social Justice,883
32K552: The Academy of Urban Planning and Engineering,884
32K554: All City Leadership Secondary School,885
32K556: Bushwick Leaders High School for Academic Excellence,886
32K562: Evergreen Middle School for Urban Exploration,887
32K564: Bushwick Community High School,888
84K037: Beginning with Children Charter School II,889
84K333: Explore Exceed Charter School,890
84K355: Williamsburg Collegiate Charter School,891
84K356: Achievement First Crown Heights Charter School,892
84K357: KIPP Always Mentally Prepared Charter School,893
84K358: Achievement First East New York Charter School,894
84K359: The UFT Charter School,895
84K360: Launch Expeditionary Learning Charter School,896
84K362: Hellenic Classical Charter School,897
84K367: Success Academy Charter School - Bedford Stuyvesant 1,898
84K379: Explore Excel Charter School,899
84K386: Invictus Preparatory Charter School,900
84K395: New Visions AIM Charter High School I,901
"84K406: EMBER Charter School for Mindful Education, Innovation and Transformation",902
84K417: Urban Dove Team Charter School,903
84K473: Williamsburg Charter High School,904
84K486: New Dawn Charter High School,905
84K508: Achievement First Endeavor Charter School,906
84K517: Leadership Preparatory Bedford Stuyvesant Charter,907
84K536: Community Roots Charter School,908
84K538: Achievement First Bushwick Charter School,909
84K593: Excellence Boys Charter School of Bedford Stuyvesant,910
84K608: Kings Collegiate Charter School,911
84K626: Achievement First Brownsville Charter School,912
84K648: Bedford Stuyvesant Collegiate Charter School,913
84K651: PAVE Academy Charter School,914
84K652: Brooklyn Ascend Charter School,915
84K680: Achievement First Aspire Charter School,916
84K693: Northside Charter High School,917
84K702: Community Partnership Charter School,918
84K704: Explore Charter School,919
84K707: Brooklyn Prospect Charter School - CSD 15,920
84K710: Brownsville Collegiate Charter School,921
84K711: Leadership Preparatory Brownsville Charter School,922
84K712: Excellence Girls Charter School,923
84K724: Leadership Preparatory Canarsie Charter School,924
84K730: Summit Academy Charter School,925
84K731: Brooklyn Excelsior Charter School,926
"84K733: Math, Engineering, and Science Academy Charter High School",927
84K737: Brownsville Ascend Charter School,928
84K738: New Visions Charter High School for Advanced Math & Science III,929
84K739: New Visions Charter High School for the Humanities III,930
84K740: Brooklyn Scholars Charter School,931
84K741: Success Academy Charter School - Crown Heights,932
84K742: Explore Empower Charter School,933
84K744: Coney Island Preparatory Public Charter School,934
84K746: Hebrew Language Academy Charter School,935
84K752: Success Academy Charter School - Fort Greene,936
84K756: Success Academy Charter School - Prospect Heights,937
84K757: Unity Preparatory Charter School of Brooklyn,938
84K758: Brooklyn Urban Garden Charter School,939
84K759: Canarsie Ascend Charter School,940
84K774: Achievement First Apollo Charter School,941
84K775: Leadership Preparatory Ocean Hill Charter School,942
84K777: Ocean Hill Collegiate Charter School,943
84K780: Brooklyn East Collegiate Charter School,944
84K781: Success Academy Charter School - Bergen Beach,945
84K782: Bedford Stuyvesant New Beginnings Charter School,946
84K784: Achievement First North Brooklyn Preparatory Charter School,947
84K785: Imagine Me Leadership Charter School,948
84K788: Achievement First Linden Charter School,949
84K790: Central Brooklyn Ascend Charter School,950
84K791: Brooklyn Dreams Charter School,951
84K793: Bushwick Ascend Charter School,952
84K803: Brooklyn Laboratory Charter School,953
84K807: Collegiate Academy for Mathematics and Personal Awareness Charter School,954
84K876: Achievement First Voyager Charter School,955
84K879: Brooklyn Prospect Charter School - CSD 13,956
84K883: Success Academy Charter School - Bedford Stuyvesant 3,957
84K892: Brooklyn Emerging Leaders Academy Charter School,958
84K911: Edmund W. Gordon Brooklyn Laboratory Charter School,959
84K928: Brooklyn Prospect Charter School - CSD 15.2,960
84K956: Lamad Academy Charter School,961
84M065: Democracy Preparatory Endurance Charter School,962
84M068: KIPP NYC Washington Heights Academy Charter School,963
84M100: Neighborhood Charter School of Harlem,964
84M168: East Harlem Scholars Academy Charter School II,965
84M174: Success Academy Charter School - Union Square,966
84M202: Great Oaks Charter School,967
84M204: Capital Preparatory Harlem Charter School,968
84M263: New York City Charter School of the Arts,969
84M279: Opportunity Charter School,970
84M284: Harlem Children's Zone Promise Academy Charter School,971
84M295: School in the Square Public Charter School,972
84M330: Girls Preparatory Charter School of New York,973
84M335: Harlem Village Academy East Charter School,974
84M336: KIPP Infinity Charter School,975
84M341: Harlem Children's Zone Promise Academy II Charter,976
84M350: Democracy Preparatory Charter School,977
84M351: Success Academy Charter School - Harlem 1,978
84M353: New Heights Academy Charter School,979
84M382: DREAM Charter School,980
84M384: Success Academy Charter School - Harlem 2,981
84M385: Success Academy Charter School - Harlem 3,982
84M386: Success Academy Charter School - Harlem 4,983
84M388: St. HOPE Leadership Academy Charter School,984
84M430: The Equity Project Charter School,985
84M433: Innovation Charter High School,986
84M478: Inwood Academy for Leadership Charter School,987
84M481: Democracy Preparatory Harlem Charter School,988
84M482: Success Academy Charter School - Harlem 5,989
84M518: East Harlem Scholars Academy Charter School,990
84M522: Broome Street Academy Charter High School,991
84M523: Success Academy Charter School - Upper West,992
84M707: John V. Lindsay Wildcat Academy Charter School,993
84M708: Harlem Prep Charter School,994
84M709: Harlem Village Academy West Charter School,995
84M726: KIPP S.T.A.R. College Preparatory Charter School,996
84M861: Future Leaders Institute Charter School,997
84Q083: Central Queens Academy Charter School,998
84Q298: Middle Village Preparatory Charter School,999
84Q304: VOICE Charter School of New York,1000
84Q320: New Visions Charter High School for Advanced Math & Science IV,1001
84Q321: Growing Up Green Charter School,1002
84Q337: Success Academy Charter School - Rosedale,1003
84Q339: Success Academy Charter School - Springfield Gardens,1004
84Q340: Challenge Preparatory Charter School,1005
84Q341: Riverton Street Charter School,1006
84Q342: Rochdale Early Advantage Charter School,1007
84Q359: Academy of the City Charter School,1008
84Q372: Growing Up Green Charter School II,1009
84Q373: New Visions Charter High School for the Humanities IV,1010
84Q375: Success Academy Charter School - Far Rockaway,1011
84Q380: Forte Preparatory Academy Charter School,1012
84Q387: Valence College Preparatory Charter School,1013
84Q388: New Dawn Charter High School II,1014
84Q705: Renaissance Charter School,1015
84Q706: Our World Neighborhood Charter School,1016
84R012: New Ventures Charter School,1017
84R067: John W. Lavelle Preparatory Charter School,1018
84R070: Lois and Richard Nicotra Early College Charter School,1019
84R073: New World Preparatory Charter School,1020
84X133: Icahn Charter School 6,1021
84X177: Mott Hall Charter School,1022
84X185: Pharos Academy Charter School,1023
84X200: New Visions AIM Charter High School II,1024
84X202: New Visions Charter High School for Advanced Math & Science II,1025
84X208: New Visions Charter High School for the Humanities II,1026
84X233: Family Life Academy Charter School II,1027
84X255: Bronx Charter School for Excellence,1028
84X309: South Bronx Charter School for International Cultures and the Arts,1029
84X345: Leaders In Our Neighborhood Charter School,1030
84X346: South Bronx Classical Charter School,1031
84X347: International Leadership Charter High School,1032
84X362: Icahn Charter School 7,1033
84X364: South Bronx Classical Charter School II,1034
84X378: Icahn Charter School 2,1035
84X380: Success Academy Charter School - Bronx 3,1036
84X387: Brilla College Preparatory Charter School,1037
84X389: Bronx Global Learning Institute for Girls Charter,1038
84X393: University Prep Charter High School,1039
84X394: Mott Haven Charter School,1040
"84X395: AECI NYC Charter High School for Architecture, Engineering and Construction Industries",1041
84X398: Bronx Community Charter School,1042
84X407: Bronx Charter School for Children,1043
84X419: Bronx Academy of Promise Charter School,1044
84X422: Icahn Charter School 3,1045
84X429: Charter High School for Law and Social Justice,1046
84X460: Atmosphere Academy Public Charter School,1047
84X461: Nuasin Next Generation Charter School,1048
84X465: Boys Preparatory Charter School of New York,1049
84X471: American Dream Charter School,1050
84X482: Dr. Richard Izquierdo Health and Science Charter School,1051
84X487: Girls Preparatory Charter School of the Bronx,1052
84X488: The Equality Charter School,1053
84X489: South Bronx Classical Charter School III,1054
84X492: South Bronx Early College Academy Charter School,1055
84X493: Success Academy Charter School - Bronx 1,1056
84X494: Success Academy Charter School - Bronx 2,1057
84X496: Icahn Charter School 4,1058
84X538: Icahn Charter School 5,1059
84X539: New Visions Charter High School for Advanced Math & Science I,1060
84X553: New Visions Charter High School for the Humanities I,1061
84X581: South Bronx Community Charter High School,1062
84X585: Legacy College Preparatory Charter School,1063
84X597: Urban Assembly Charter School for Computer Science,1064
84X598: KIPP Freedom Charter School,1065
84X610: Urban Dove Team Charter School II,1066
84X611: AECI II: NYC Charter High School for Computer Engineering and Innovation,1067
84X612: Creo College Preparatory Charter School,1068
84X615: University Prep Charter Middle School,1069
84X617: KIPP Bronx Charter School III,1070
84X627: Capital Preparatory Bronx Charter School,1071
84X635: Earl Monroe New Renaissance Basketball Charter School,1072
84X640: Family Life Academy Charter Schools High School,1073
84X703: Bronx Preparatory Charter School,1074
84X704: KIPP Academy Charter School,1075
84X705: Family Life Academy Charter School,1076
84X706: Harriet Tubman Charter School,1077
84X717: Icahn Charter School 1,1078
84X730: Bronx Charter School for the Arts,1079
