borough,school_dbn,school_name,year,category,regents_exam,total_tested,mean_score,percent_65_or_above,id
Manhattan,84M518,East Harlem Scholars Academy Charter School,2023,SWD,Living Environment,23,48.826088,26.086956,28409
Manhattan,84M518,East Harlem Scholars Academy Charter School,2023,Non-SWD,Physics,28,43.07143,0.0,28410
Manhattan,84M518,East Harlem Scholars Academy Charter School,2023,SWD,Physics,10,39.3,10.0,28411
Manhattan,84M518,East Harlem Scholars Academy Charter School,2023,Non-SWD,US History and Government,41,65.70731,68.29269,28412
Manhattan,84M518,East Harlem Scholars Academy Charter School,2023,SWD,US History and Government,18,63.5,55.555557,28413
Manhattan,84M522,Broome Street Academy Charter High School,2017,Non-SWD,Chemistry,20,54.85,25.0,28414
Manhattan,84M522,Broome Street Academy Charter High School,2017,Non-SWD,Common Core Algebra,95,63.42105,51.57895,28415
Manhattan,84M522,Broome Street Academy Charter High School,2017,SWD,Common Core Algebra,29,56.62069,13.793103,28416
Manhattan,84M522,Broome Street Academy Charter High School,2017,Non-SWD,Common Core English,67,76.0597,88.0597,28417
Manhattan,84M522,Broome Street Academy Charter High School,2017,SWD,Common Core English,20,66.75,70.0,28418
Manhattan,84M522,Broome Street Academy Charter High School,2017,Non-SWD,Common Core Geometry,70,56.6,17.142857,28419
Manhattan,84M522,Broome Street Academy Charter High School,2017,SWD,Common Core Geometry,10,47.1,0.0,28420
Manhattan,84M522,Broome Street Academy Charter High School,2017,Non-SWD,Global History and Geography,89,67.07865,61.797752,28421
Manhattan,84M522,Broome Street Academy Charter High School,2017,SWD,Global History and Geography,23,54.608696,34.782608,28422
Manhattan,84M522,Broome Street Academy Charter High School,2017,Non-SWD,Living Environment,94,67.14893,70.21277,28423
Manhattan,84M522,Broome Street Academy Charter High School,2017,SWD,Living Environment,30,58.333332,26.666666,28424
Manhattan,84M522,Broome Street Academy Charter High School,2017,Non-SWD,US History and Government,73,74.35616,82.19178,28425
Manhattan,84M522,Broome Street Academy Charter High School,2017,SWD,US History and Government,19,64.31579,63.157894,28426
Manhattan,84M522,Broome Street Academy Charter High School,2018,Non-SWD,Common Core Algebra,106,62.90566,43.396225,28427
Manhattan,84M522,Broome Street Academy Charter High School,2018,SWD,Common Core Algebra,41,56.121952,24.390244,28428
Manhattan,84M522,Broome Street Academy Charter High School,2018,Non-SWD,Common Core English,70,70.61429,81.42857,28429
Manhattan,84M522,Broome Street Academy Charter High School,2018,SWD,Common Core English,17,59.235294,64.70588,28430
Manhattan,84M522,Broome Street Academy Charter High School,2018,Non-SWD,Common Core Geometry,61,57.737705,36.065575,28431
Manhattan,84M522,Broome Street Academy Charter High School,2018,SWD,Common Core Geometry,11,48.18182,0.0,28432
Manhattan,84M522,Broome Street Academy Charter High School,2018,Non-SWD,Earth Science,36,67.5,63.88889,28433
Manhattan,84M522,Broome Street Academy Charter High School,2018,SWD,Earth Science,14,53.5,21.428572,28434
Manhattan,84M522,Broome Street Academy Charter High School,2018,Non-SWD,Global History and Geography,72,67.458336,59.72222,28435
Manhattan,84M522,Broome Street Academy Charter High School,2018,SWD,Global History and Geography,25,57.36,28.0,28436
Manhattan,84M522,Broome Street Academy Charter High School,2018,Non-SWD,Living Environment,65,64.84615,61.53846,28437
Manhattan,84M522,Broome Street Academy Charter High School,2018,SWD,Living Environment,32,52.4375,12.5,28438
Manhattan,84M522,Broome Street Academy Charter High School,2018,Non-SWD,Physics,9,60.88889,44.444443,28439
Manhattan,84M522,Broome Street Academy Charter High School,2018,Non-SWD,US History and Government,67,73.537315,77.61194,28440
Manhattan,84M522,Broome Street Academy Charter High School,2018,SWD,US History and Government,19,62.63158,52.63158,28441
Manhattan,84M522,Broome Street Academy Charter High School,2019,Non-SWD,Common Core Algebra,90,66.977776,63.333332,28442
Manhattan,84M522,Broome Street Academy Charter High School,2019,SWD,Common Core Algebra,22,51.727272,18.181818,28443
Manhattan,84M522,Broome Street Academy Charter High School,2019,Non-SWD,Common Core English,140,70.61429,75.0,28444
Manhattan,84M522,Broome Street Academy Charter High School,2019,SWD,Common Core English,45,52.822224,24.444445,28445
Manhattan,84M522,Broome Street Academy Charter High School,2019,Non-SWD,Common Core Geometry,36,56.833332,38.88889,28446
Manhattan,84M522,Broome Street Academy Charter High School,2019,SWD,Common Core Geometry,14,51.0,14.285714,28447
Manhattan,84M522,Broome Street Academy Charter High School,2019,Non-SWD,Earth Science,36,58.194443,33.333332,28448
Manhattan,84M522,Broome Street Academy Charter High School,2019,SWD,Earth Science,14,48.142857,14.285714,28449
Manhattan,84M522,Broome Street Academy Charter High School,2019,Non-SWD,Global History and Geography,62,58.80645,32.258064,28450
Manhattan,84M522,Broome Street Academy Charter High School,2019,SWD,Global History and Geography,32,45.875,12.5,28451
Manhattan,84M522,Broome Street Academy Charter High School,2019,Non-SWD,Living Environment,46,64.5,45.652172,28452
Manhattan,84M522,Broome Street Academy Charter High School,2019,SWD,Living Environment,20,45.8,5.0,28453
Manhattan,84M522,Broome Street Academy Charter High School,2019,Non-SWD,US History and Government,47,66.3617,48.93617,28454
Manhattan,84M522,Broome Street Academy Charter High School,2019,SWD,US History and Government,12,57.416668,41.666668,28455
Manhattan,84M522,Broome Street Academy Charter High School,2022,Non-SWD,Common Core Algebra,46,61.195652,54.347828,28456
Manhattan,84M522,Broome Street Academy Charter High School,2022,SWD,Common Core Algebra,15,48.733334,13.333333,28457
Manhattan,84M522,Broome Street Academy Charter High School,2022,Non-SWD,Common Core English,32,76.375,84.375,28458
Manhattan,84M522,Broome Street Academy Charter High School,2022,SWD,Common Core English,12,62.833332,58.333332,28459
Manhattan,84M522,Broome Street Academy Charter High School,2022,Non-SWD,Common Core Geometry,36,37.63889,2.7777777,28460
Manhattan,84M522,Broome Street Academy Charter High School,2022,SWD,Common Core Geometry,13,39.384617,0.0,28461
Manhattan,84M522,Broome Street Academy Charter High School,2022,Non-SWD,Global History and Geography,45,67.17778,57.77778,28462
Manhattan,84M522,Broome Street Academy Charter High School,2022,SWD,Global History and Geography,18,56.88889,33.333332,28463
Manhattan,84M522,Broome Street Academy Charter High School,2022,Non-SWD,Living Environment,44,66.181816,63.636364,28464
Manhattan,84M522,Broome Street Academy Charter High School,2022,SWD,Living Environment,8,51.5,25.0,28465
Manhattan,84M522,Broome Street Academy Charter High School,2023,Non-SWD,Common Core Algebra,41,56.780487,36.585365,28466
Manhattan,84M522,Broome Street Academy Charter High School,2023,SWD,Common Core Algebra,28,45.67857,3.5714285,28467
Manhattan,84M522,Broome Street Academy Charter High School,2023,Non-SWD,Common Core English,104,69.625,68.26923,28468
Manhattan,84M522,Broome Street Academy Charter High School,2023,SWD,Common Core English,36,52.22222,33.333332,28469
Manhattan,84M522,Broome Street Academy Charter High School,2023,Non-SWD,Common Core Geometry,53,44.16981,3.7735848,28470
Manhattan,84M522,Broome Street Academy Charter High School,2023,SWD,Common Core Geometry,19,49.36842,0.0,28471
Manhattan,84M522,Broome Street Academy Charter High School,2023,Non-SWD,Earth Science,45,54.02222,26.666666,28472
Manhattan,84M522,Broome Street Academy Charter High School,2023,SWD,Earth Science,15,44.533333,6.6666665,28473
Manhattan,84M522,Broome Street Academy Charter High School,2023,Non-SWD,Global History and Geography,72,62.22222,50.0,28474
Manhattan,84M522,Broome Street Academy Charter High School,2023,SWD,Global History and Geography,25,47.8,12.0,28475
Manhattan,84M522,Broome Street Academy Charter High School,2023,Non-SWD,Living Environment,29,58.86207,34.482758,28476
Manhattan,84M522,Broome Street Academy Charter High School,2023,SWD,Living Environment,10,50.1,10.0,28477
Manhattan,84M522,Broome Street Academy Charter High School,2023,Non-SWD,US History and Government,50,65.0,58.0,28478
Manhattan,84M522,Broome Street Academy Charter High School,2023,SWD,US History and Government,15,53.6,26.666666,28479
Manhattan,84M523,Success Academy Charter School - Upper West,2022,Non-SWD,Common Core Algebra,83,82.915665,100.0,28480
Manhattan,84M523,Success Academy Charter School - Upper West,2022,SWD,Common Core Algebra,16,72.0625,87.5,28481
Manhattan,84M523,Success Academy Charter School - Upper West,2022,Non-SWD,Common Core English,83,81.385544,97.59036,28482
Manhattan,84M523,Success Academy Charter School - Upper West,2022,SWD,Common Core English,16,68.875,68.75,28483
Manhattan,84M523,Success Academy Charter School - Upper West,2022,Non-SWD,Global History and Geography,170,80.04706,98.82353,28484
Manhattan,84M523,Success Academy Charter School - Upper West,2022,SWD,Global History and Geography,33,69.90909,81.818184,28485
Manhattan,84M523,Success Academy Charter School - Upper West,2022,Non-SWD,Living Environment,83,83.6265,100.0,28486
Manhattan,84M523,Success Academy Charter School - Upper West,2022,SWD,Living Environment,16,68.75,68.75,28487
Manhattan,84M523,Success Academy Charter School - Upper West,2023,Non-SWD,Common Core Algebra,80,88.4875,100.0,28488
Manhattan,84M523,Success Academy Charter School - Upper West,2023,SWD,Common Core Algebra,12,83.416664,100.0,28489
Manhattan,84M523,Success Academy Charter School - Upper West,2023,Non-SWD,Common Core English,80,84.0,98.75,28490
Manhattan,84M523,Success Academy Charter School - Upper West,2023,SWD,Common Core English,12,80.166664,100.0,28491
Manhattan,84M523,Success Academy Charter School - Upper West,2023,Non-SWD,Global History and Geography,85,81.541176,95.29412,28492
Manhattan,84M523,Success Academy Charter School - Upper West,2023,SWD,Global History and Geography,17,75.0,94.117645,28493
Manhattan,84M523,Success Academy Charter School - Upper West,2023,Non-SWD,Living Environment,80,86.525,98.75,28494
Manhattan,84M523,Success Academy Charter School - Upper West,2023,SWD,Living Environment,12,78.416664,91.666664,28495
Manhattan,84M707,John V. Lindsay Wildcat Academy Charter School,2017,Non-SWD,Common Core Algebra,34,74.382355,97.05882,28496
Manhattan,84M707,John V. Lindsay Wildcat Academy Charter School,2017,SWD,Common Core Algebra,17,69.35294,70.588234,28497
Manhattan,84M707,John V. Lindsay Wildcat Academy Charter School,2017,Non-SWD,Common Core English,48,72.645836,83.333336,28498
Manhattan,84M707,John V. Lindsay Wildcat Academy Charter School,2017,SWD,Common Core English,17,61.411766,52.941177,28499
Manhattan,84M707,John V. Lindsay Wildcat Academy Charter School,2017,Non-SWD,Global History and Geography,61,67.04918,63.934425,28500
Manhattan,84M707,John V. Lindsay Wildcat Academy Charter School,2017,SWD,Global History and Geography,23,59.47826,26.086956,28501
Manhattan,84M707,John V. Lindsay Wildcat Academy Charter School,2017,Non-SWD,Living Environment,38,65.23684,57.894737,28502
Manhattan,84M707,John V. Lindsay Wildcat Academy Charter School,2017,SWD,Living Environment,16,64.5,50.0,28503
Manhattan,84M707,John V. Lindsay Wildcat Academy Charter School,2017,Non-SWD,US History and Government,58,74.0,86.206894,28504
Manhattan,84M707,John V. Lindsay Wildcat Academy Charter School,2017,SWD,US History and Government,25,66.36,64.0,28505
Manhattan,84M707,John V. Lindsay Wildcat Academy Charter School,2018,Non-SWD,Common Core Algebra,23,70.08696,78.26087,28506
Manhattan,84M707,John V. Lindsay Wildcat Academy Charter School,2018,SWD,Common Core Algebra,15,67.933334,66.666664,28507
Manhattan,84M707,John V. Lindsay Wildcat Academy Charter School,2018,Non-SWD,Common Core English,47,72.61702,82.97872,28508
Manhattan,84M707,John V. Lindsay Wildcat Academy Charter School,2018,SWD,Common Core English,33,64.90909,66.666664,28509
Manhattan,84M707,John V. Lindsay Wildcat Academy Charter School,2018,Non-SWD,Global History and Geography,48,69.458336,75.0,28510
Manhattan,84M707,John V. Lindsay Wildcat Academy Charter School,2018,SWD,Global History and Geography,24,66.333336,62.5,28511
Manhattan,84M707,John V. Lindsay Wildcat Academy Charter School,2018,Non-SWD,Living Environment,29,69.965515,82.75862,28512
Manhattan,84M707,John V. Lindsay Wildcat Academy Charter School,2018,SWD,Living Environment,13,68.23077,69.23077,28513
Manhattan,84M707,John V. Lindsay Wildcat Academy Charter School,2018,Non-SWD,US History and Government,48,71.291664,72.916664,28514
Manhattan,84M707,John V. Lindsay Wildcat Academy Charter School,2018,SWD,US History and Government,28,61.107143,46.42857,28515
Manhattan,84M707,John V. Lindsay Wildcat Academy Charter School,2019,Non-SWD,Common Core Algebra,23,70.478264,82.608696,28516
Manhattan,84M707,John V. Lindsay Wildcat Academy Charter School,2019,SWD,Common Core Algebra,18,67.72222,72.22222,28517
Manhattan,84M707,John V. Lindsay Wildcat Academy Charter School,2019,Non-SWD,Common Core English,32,74.6875,90.625,28518
Manhattan,84M707,John V. Lindsay Wildcat Academy Charter School,2019,SWD,Common Core English,38,64.26316,68.42105,28519
Manhattan,84M707,John V. Lindsay Wildcat Academy Charter School,2019,Non-SWD,Global History and Geography,32,72.0,84.375,28520
Manhattan,84M707,John V. Lindsay Wildcat Academy Charter School,2019,SWD,Global History and Geography,30,66.53333,60.0,28521
Manhattan,84M707,John V. Lindsay Wildcat Academy Charter School,2019,Non-SWD,Living Environment,25,69.68,80.0,28522
Manhattan,84M707,John V. Lindsay Wildcat Academy Charter School,2019,SWD,Living Environment,21,62.238094,57.142857,28523
Manhattan,84M707,John V. Lindsay Wildcat Academy Charter School,2019,Non-SWD,US History and Government,37,73.97298,78.37838,28524
Manhattan,84M707,John V. Lindsay Wildcat Academy Charter School,2019,SWD,US History and Government,30,71.73333,73.333336,28525
Manhattan,84M707,John V. Lindsay Wildcat Academy Charter School,2023,Non-SWD,Common Core Algebra,11,63.909092,72.72727,28526
Manhattan,84M707,John V. Lindsay Wildcat Academy Charter School,2023,SWD,Common Core Algebra,16,50.4375,25.0,28527
Manhattan,84M707,John V. Lindsay Wildcat Academy Charter School,2023,Non-SWD,Common Core English,48,70.25,77.083336,28528
Manhattan,84M707,John V. Lindsay Wildcat Academy Charter School,2023,SWD,Common Core English,22,59.545456,45.454544,28529
Manhattan,84M707,John V. Lindsay Wildcat Academy Charter School,2023,Non-SWD,Global History and Geography,15,63.533333,60.0,28530
Manhattan,84M707,John V. Lindsay Wildcat Academy Charter School,2023,SWD,Global History and Geography,18,55.333332,33.333332,28531
Manhattan,84M708,Harlem Prep Charter School,2017,Non-SWD,Common Core Algebra,80,78.0875,95.0,28532
Manhattan,84M708,Harlem Prep Charter School,2017,SWD,Common Core Algebra,14,70.78571,78.57143,28533
Manhattan,84M708,Harlem Prep Charter School,2017,Non-SWD,Living Environment,77,79.42857,92.207794,28534
Manhattan,84M708,Harlem Prep Charter School,2017,SWD,Living Environment,11,74.27273,81.818184,28535
Manhattan,84M708,Harlem Prep Charter School,2018,Non-SWD,Chemistry,69,64.5942,56.52174,28536
Manhattan,84M708,Harlem Prep Charter School,2018,SWD,Chemistry,7,54.714287,14.285714,28537
Manhattan,84M708,Harlem Prep Charter School,2018,Non-SWD,Common Core Algebra,103,75.660194,91.26214,28538
Manhattan,84M708,Harlem Prep Charter School,2018,SWD,Common Core Algebra,29,63.41379,51.724136,28539
Manhattan,84M708,Harlem Prep Charter School,2018,Non-SWD,Common Core English,79,66.177216,63.291138,28540
Manhattan,84M708,Harlem Prep Charter School,2018,SWD,Common Core English,9,59.444443,44.444443,28541
Manhattan,84M708,Harlem Prep Charter School,2018,Non-SWD,Common Core Geometry,75,69.81333,82.666664,28542
Manhattan,84M708,Harlem Prep Charter School,2018,SWD,Common Core Geometry,10,57.0,30.0,28543
Manhattan,84M708,Harlem Prep Charter School,2018,Non-SWD,Global History and Geography,78,76.30769,82.051285,28544
Manhattan,84M708,Harlem Prep Charter School,2018,SWD,Global History and Geography,10,72.3,70.0,28545
Manhattan,84M708,Harlem Prep Charter School,2018,Non-SWD,Living Environment,76,79.23684,93.42105,28546
Manhattan,84M708,Harlem Prep Charter School,2018,SWD,Living Environment,27,68.22222,66.666664,28547
Manhattan,84M708,Harlem Prep Charter School,2019,Non-SWD,Chemistry,82,65.268295,62.19512,28548
Manhattan,84M708,Harlem Prep Charter School,2019,SWD,Chemistry,22,59.954544,27.272728,28549
Manhattan,84M708,Harlem Prep Charter School,2019,Non-SWD,Common Core Algebra,94,73.40426,82.97872,28550
Manhattan,84M708,Harlem Prep Charter School,2019,SWD,Common Core Algebra,21,63.52381,52.38095,28551
Manhattan,84M708,Harlem Prep Charter School,2019,Non-SWD,Common Core English,102,76.460785,87.254906,28552
Manhattan,84M708,Harlem Prep Charter School,2019,SWD,Common Core English,26,69.5,80.76923,28553
Manhattan,84M708,Harlem Prep Charter School,2019,Non-SWD,Common Core Geometry,89,70.80899,75.2809,28554
Manhattan,84M708,Harlem Prep Charter School,2019,SWD,Common Core Geometry,27,59.555557,48.148148,28555
Manhattan,84M708,Harlem Prep Charter School,2019,Non-SWD,Global History and Geography,82,78.13415,87.80488,28556
Manhattan,84M708,Harlem Prep Charter School,2019,SWD,Global History and Geography,26,68.96154,65.38461,28557
Manhattan,84M708,Harlem Prep Charter School,2019,Non-SWD,Living Environment,70,73.457146,84.28571,28558
Manhattan,84M708,Harlem Prep Charter School,2019,SWD,Living Environment,19,65.26316,57.894737,28559
Manhattan,84M708,Harlem Prep Charter School,2019,Non-SWD,US History and Government,59,83.45763,98.305084,28560
Manhattan,84M708,Harlem Prep Charter School,2019,SWD,US History and Government,6,77.333336,100.0,28561
Manhattan,84M708,Harlem Prep Charter School,2022,Non-SWD,Chemistry,59,59.033897,33.898304,28562
Manhattan,84M708,Harlem Prep Charter School,2022,SWD,Chemistry,9,47.333332,11.111111,28563
Manhattan,84M708,Harlem Prep Charter School,2022,Non-SWD,Common Core Algebra,143,61.958042,48.251747,28564
Manhattan,84M708,Harlem Prep Charter School,2022,SWD,Common Core Algebra,36,58.0,33.333332,28565
Manhattan,84M708,Harlem Prep Charter School,2022,Non-SWD,Common Core Algebra 2,62,56.387096,40.322582,28566
Manhattan,84M708,Harlem Prep Charter School,2022,SWD,Common Core Algebra 2,9,49.11111,22.222221,28567
Manhattan,84M708,Harlem Prep Charter School,2022,Non-SWD,Common Core English,77,75.14286,92.207794,28568
Manhattan,84M708,Harlem Prep Charter School,2022,SWD,Common Core English,14,66.85714,78.57143,28569
Manhattan,84M708,Harlem Prep Charter School,2022,Non-SWD,Common Core Geometry,77,54.48052,22.077923,28570
Manhattan,84M708,Harlem Prep Charter School,2022,SWD,Common Core Geometry,16,43.25,12.5,28571
Manhattan,84M708,Harlem Prep Charter School,2022,Non-SWD,Global History and Geography,75,75.68,94.666664,28572
Manhattan,84M708,Harlem Prep Charter School,2022,SWD,Global History and Geography,13,71.53846,76.92308,28573
Manhattan,84M708,Harlem Prep Charter School,2022,Non-SWD,Living Environment,79,68.544304,70.88608,28574
Manhattan,84M708,Harlem Prep Charter School,2022,SWD,Living Environment,13,61.46154,30.76923,28575
Manhattan,84M708,Harlem Prep Charter School,2022,Non-SWD,Physics,62,40.467743,4.83871,28576
Manhattan,84M708,Harlem Prep Charter School,2022,SWD,Physics,12,30.333334,0.0,28577
Manhattan,84M708,Harlem Prep Charter School,2023,Non-SWD,Chemistry,95,58.873684,22.105263,28578
Manhattan,84M708,Harlem Prep Charter School,2023,SWD,Chemistry,16,56.375,18.75,28579
Manhattan,84M708,Harlem Prep Charter School,2023,Non-SWD,Common Core Algebra,141,64.971634,60.99291,28580
Manhattan,84M708,Harlem Prep Charter School,2023,SWD,Common Core Algebra,39,54.794872,28.205128,28581
Manhattan,84M708,Harlem Prep Charter School,2023,Non-SWD,Common Core Algebra 2,55,58.890907,34.545456,28582
Manhattan,84M708,Harlem Prep Charter School,2023,SWD,Common Core Algebra 2,9,58.88889,33.333332,28583
Manhattan,84M708,Harlem Prep Charter School,2023,Non-SWD,Common Core Geometry,115,57.573914,35.652172,28584
Manhattan,84M708,Harlem Prep Charter School,2023,SWD,Common Core Geometry,23,55.652172,26.086956,28585
Manhattan,84M708,Harlem Prep Charter School,2023,Non-SWD,Global History and Geography,78,72.551285,82.051285,28586
Manhattan,84M708,Harlem Prep Charter School,2023,SWD,Global History and Geography,17,64.47059,52.941177,28587
Manhattan,84M708,Harlem Prep Charter School,2023,Non-SWD,Living Environment,86,68.11628,67.441864,28588
Manhattan,84M708,Harlem Prep Charter School,2023,SWD,Living Environment,19,62.842106,52.63158,28589
Manhattan,84M708,Harlem Prep Charter School,2023,Non-SWD,Physics,43,45.023254,11.627907,28590
Manhattan,84M708,Harlem Prep Charter School,2023,SWD,Physics,8,34.375,0.0,28591
Manhattan,84M708,Harlem Prep Charter School,2023,Non-SWD,US History and Government,65,72.23077,86.15385,28592
Manhattan,84M708,Harlem Prep Charter School,2023,SWD,US History and Government,11,74.0,90.90909,28593
Manhattan,84M709,Harlem Village Academy West Charter School,2017,Non-SWD,Common Core Algebra,41,79.48781,100.0,28594
Manhattan,84M709,Harlem Village Academy West Charter School,2017,SWD,Common Core Algebra,10,69.7,80.0,28595
Manhattan,84M709,Harlem Village Academy West Charter School,2017,Non-SWD,Common Core English,36,75.02778,86.111115,28596
Manhattan,84M709,Harlem Village Academy West Charter School,2017,SWD,Common Core English,16,68.875,68.75,28597
Manhattan,84M709,Harlem Village Academy West Charter School,2017,Non-SWD,Common Core Geometry,46,58.239132,28.26087,28598
Manhattan,84M709,Harlem Village Academy West Charter School,2017,SWD,Common Core Geometry,11,52.18182,9.090909,28599
Manhattan,84M709,Harlem Village Academy West Charter School,2017,Non-SWD,Global History and Geography,52,68.38461,59.615383,28600
Manhattan,84M709,Harlem Village Academy West Charter School,2017,SWD,Global History and Geography,13,58.076923,30.76923,28601
Manhattan,84M709,Harlem Village Academy West Charter School,2017,Non-SWD,Living Environment,78,77.69231,92.30769,28602
Manhattan,84M709,Harlem Village Academy West Charter School,2017,SWD,Living Environment,21,62.857143,47.61905,28603
Manhattan,84M709,Harlem Village Academy West Charter School,2017,Non-SWD,US History and Government,47,74.21277,72.34042,28604
Manhattan,84M709,Harlem Village Academy West Charter School,2017,SWD,US History and Government,14,64.28571,57.142857,28605
Manhattan,84M709,Harlem Village Academy West Charter School,2018,Non-SWD,Chemistry,13,62.76923,46.153847,28606
Manhattan,84M709,Harlem Village Academy West Charter School,2018,Non-SWD,Common Core Algebra,38,75.31579,94.73684,28607
Manhattan,84M709,Harlem Village Academy West Charter School,2018,SWD,Common Core Algebra,6,55.166668,16.666666,28608
Manhattan,84M709,Harlem Village Academy West Charter School,2018,Non-SWD,Common Core English,42,72.2619,78.57143,28609
Manhattan,84M709,Harlem Village Academy West Charter School,2018,SWD,Common Core English,11,65.09091,63.636364,28610
Manhattan,84M709,Harlem Village Academy West Charter School,2018,Non-SWD,Common Core Geometry,17,60.764706,47.058823,28611
Manhattan,84M709,Harlem Village Academy West Charter School,2018,Non-SWD,Earth Science,16,59.125,43.75,28612
Manhattan,84M709,Harlem Village Academy West Charter School,2018,SWD,Earth Science,7,45.714287,0.0,28613
Manhattan,84M709,Harlem Village Academy West Charter School,2018,Non-SWD,Global History and Geography,48,69.895836,75.0,28614
Manhattan,84M709,Harlem Village Academy West Charter School,2018,SWD,Global History and Geography,16,57.5625,43.75,28615
Manhattan,84M709,Harlem Village Academy West Charter School,2018,Non-SWD,Living Environment,71,72.098595,84.50704,28616
Manhattan,84M709,Harlem Village Academy West Charter School,2018,SWD,Living Environment,15,62.266666,40.0,28617
Manhattan,84M709,Harlem Village Academy West Charter School,2018,Non-SWD,Spanish,9,74.888885,55.555557,28618
Manhattan,84M709,Harlem Village Academy West Charter School,2018,Non-SWD,US History and Government,40,75.2,90.0,28619
Manhattan,84M709,Harlem Village Academy West Charter School,2018,SWD,US History and Government,11,63.636364,54.545456,28620
Manhattan,84M709,Harlem Village Academy West Charter School,2019,Non-SWD,Chemistry,9,62.0,55.555557,28621
Manhattan,84M709,Harlem Village Academy West Charter School,2019,Non-SWD,Common Core Algebra,29,70.89655,79.31035,28622
Manhattan,84M709,Harlem Village Academy West Charter School,2019,SWD,Common Core Algebra,14,67.07143,78.57143,28623
Manhattan,84M709,Harlem Village Academy West Charter School,2019,Non-SWD,Common Core English,53,71.0566,79.245285,28624
Manhattan,84M709,Harlem Village Academy West Charter School,2019,SWD,Common Core English,9,64.666664,55.555557,28625
Manhattan,84M709,Harlem Village Academy West Charter School,2019,Non-SWD,Living Environment,41,70.48781,73.17073,28626
Manhattan,84M709,Harlem Village Academy West Charter School,2019,SWD,Living Environment,21,66.809525,61.904762,28627
Manhattan,84M709,Harlem Village Academy West Charter School,2019,Non-SWD,US History and Government,31,70.3871,74.19355,28628
Manhattan,84M709,Harlem Village Academy West Charter School,2019,SWD,US History and Government,11,60.81818,36.363636,28629
Manhattan,84M709,Harlem Village Academy West Charter School,2022,Non-SWD,Common Core Algebra,39,69.84615,79.48718,28630
Manhattan,84M709,Harlem Village Academy West Charter School,2022,SWD,Common Core Algebra,8,42.75,12.5,28631
Manhattan,84M709,Harlem Village Academy West Charter School,2022,Non-SWD,Common Core English,76,71.61842,77.63158,28632
Manhattan,84M709,Harlem Village Academy West Charter School,2022,SWD,Common Core English,6,43.333332,16.666666,28633
Manhattan,84M709,Harlem Village Academy West Charter School,2022,Non-SWD,Global History and Geography,37,66.297295,59.45946,28634
Manhattan,84M709,Harlem Village Academy West Charter School,2022,SWD,Global History and Geography,7,49.857143,14.285714,28635
Manhattan,84M709,Harlem Village Academy West Charter School,2022,Non-SWD,Living Environment,40,74.375,90.0,28636
Manhattan,84M709,Harlem Village Academy West Charter School,2022,SWD,Living Environment,7,63.142857,42.857143,28637
Manhattan,84M709,Harlem Village Academy West Charter School,2023,Non-SWD,Common Core English,36,69.388885,66.666664,28638
Manhattan,84M709,Harlem Village Academy West Charter School,2023,SWD,Common Core English,13,58.23077,46.153847,28639
Manhattan,84M709,Harlem Village Academy West Charter School,2023,Non-SWD,Global History and Geography,44,71.27273,77.27273,28640
Manhattan,84M709,Harlem Village Academy West Charter School,2023,SWD,Global History and Geography,8,57.75,25.0,28641
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2017,Non-SWD,Chemistry,53,66.37736,67.92453,28642
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2017,SWD,Chemistry,7,58.57143,14.285714,28643
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2017,Non-SWD,Common Core Algebra,64,78.140625,96.875,28644
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2017,SWD,Common Core Algebra,26,67.57692,65.38461,28645
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2017,Non-SWD,Common Core English,89,74.1573,82.02247,28646
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2017,SWD,Common Core English,30,63.2,60.0,28647
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2017,Non-SWD,Common Core Geometry,56,68.76786,67.85714,28648
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2017,SWD,Common Core Geometry,10,59.4,30.0,28649
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2017,Non-SWD,Earth Science,15,56.933334,46.666668,28650
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2017,SWD,Earth Science,14,54.285713,21.428572,28651
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2017,Non-SWD,Global History and Geography,52,77.21154,92.30769,28652
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2017,SWD,Global History and Geography,19,64.052635,47.36842,28653
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2017,Non-SWD,Living Environment,56,80.03571,100.0,28654
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2017,SWD,Living Environment,29,68.0,65.51724,28655
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2017,Non-SWD,Spanish,34,79.117645,91.17647,28656
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2017,SWD,Spanish,8,80.5,100.0,28657
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2017,Non-SWD,US History and Government,44,82.02273,93.181816,28658
