borough,school_dbn,school_name,year,regents_exam,total_tested,mean_score,percent_65_or_above,id
Manhattan,02M600,The High School of Fashion Industries,2018,Spanish,104,89.84615,99.03846,17248
Manhattan,02M600,The High School of Fashion Industries,2018,US History and Government,363,78.195595,87.6033,17249
Manhattan,02M600,The High School of Fashion Industries,2019,Chemistry,96,56.958332,26.041666,17250
Manhattan,02M600,The High School of Fashion Industries,2019,Common Core Algebra,527,67.93169,66.79317,17251
Manhattan,02M600,The High School of Fashion Industries,2019,Common Core Algebra 2,315,60.685715,46.349205,17252
Manhattan,02M600,The High School of Fashion Industries,2019,Common Core English,369,82.26287,93.22493,17253
Manhattan,02M600,The High School of Fashion Industries,2019,Common Core Geometry,339,64.53687,56.63717,17254
Manhattan,02M600,The High School of Fashion Industries,2019,Earth Science,293,65.177475,53.924915,17255
Manhattan,02M600,The High School of Fashion Industries,2019,Global History and Geography,430,73.576744,83.023254,17256
Manhattan,02M600,The High School of Fashion Industries,2019,Living Environment,433,72.79908,74.82679,17257
Manhattan,02M600,The High School of Fashion Industries,2019,Physics,51,49.411766,13.725491,17258
Manhattan,02M600,The High School of Fashion Industries,2019,Spanish,133,83.81203,96.2406,17259
Manhattan,02M600,The High School of Fashion Industries,2019,US History and Government,343,76.73178,83.96501,17260
Manhattan,02M600,The High School of Fashion Industries,2022,Chemistry,152,49.88158,9.210526,17261
Manhattan,02M600,The High School of Fashion Industries,2022,Common Core Algebra,318,63.38679,53.144653,17262
Manhattan,02M600,The High School of Fashion Industries,2022,Common Core Algebra 2,318,51.24528,16.352201,17263
Manhattan,02M600,The High School of Fashion Industries,2022,Common Core English,85,65.44706,67.05882,17264
Manhattan,02M600,The High School of Fashion Industries,2022,Common Core Geometry,425,48.025883,10.823529,17265
Manhattan,02M600,The High School of Fashion Industries,2022,Earth Science,300,54.716667,30.666666,17266
Manhattan,02M600,The High School of Fashion Industries,2022,Global History and Geography,441,70.006805,73.922905,17267
Manhattan,02M600,The High School of Fashion Industries,2022,Living Environment,307,67.006516,62.86645,17268
Manhattan,02M600,The High School of Fashion Industries,2022,Physics,59,32.64407,3.3898306,17269
Manhattan,02M600,The High School of Fashion Industries,2022,Spanish,26,92.76923,100.0,17270
Manhattan,02M600,The High School of Fashion Industries,2023,Chemistry,111,50.423424,8.1081085,17271
Manhattan,02M600,The High School of Fashion Industries,2023,Common Core Algebra,295,67.664406,62.372883,17272
Manhattan,02M600,The High School of Fashion Industries,2023,Common Core Algebra 2,299,52.555183,18.39465,17273
Manhattan,02M600,The High School of Fashion Industries,2023,Common Core English,405,78.35555,89.87654,17274
Manhattan,02M600,The High School of Fashion Industries,2023,Common Core Geometry,425,53.78353,20.0,17275
Manhattan,02M600,The High School of Fashion Industries,2023,Earth Science,341,64.01466,51.612904,17276
Manhattan,02M600,The High School of Fashion Industries,2023,Global History and Geography,412,68.32039,68.4466,17277
Manhattan,02M600,The High School of Fashion Industries,2023,Living Environment,307,67.88274,62.214985,17278
Manhattan,02M600,The High School of Fashion Industries,2023,Physics,15,37.266666,6.6666665,17279
Manhattan,02M600,The High School of Fashion Industries,2023,US History and Government,339,69.83776,72.56637,17280
Manhattan,02M605,Humanities Preparatory Academy,2017,Common Core English,63,77.77778,92.06349,17281
Manhattan,02M605,Humanities Preparatory Academy,2018,Common Core English,68,71.77941,76.47059,17282
Manhattan,02M605,Humanities Preparatory Academy,2019,Common Core English,67,79.07462,97.01492,17283
Manhattan,02M605,Humanities Preparatory Academy,2022,Common Core English,29,79.13793,96.55173,17284
Manhattan,02M605,Humanities Preparatory Academy,2023,Common Core English,68,80.10294,86.76471,17285
Manhattan,02M615,Chelsea Career and Technical Education High School,2017,Chemistry,24,66.708336,54.166668,17286
Manhattan,02M615,Chelsea Career and Technical Education High School,2017,Common Core Algebra,117,75.333336,89.74359,17287
Manhattan,02M615,Chelsea Career and Technical Education High School,2017,Common Core Algebra 2,46,67.978264,60.869564,17288
Manhattan,02M615,Chelsea Career and Technical Education High School,2017,Common Core English,90,77.91111,93.333336,17289
Manhattan,02M615,Chelsea Career and Technical Education High School,2017,Common Core Geometry,99,61.535355,33.333332,17290
Manhattan,02M615,Chelsea Career and Technical Education High School,2017,Earth Science,43,84.674416,100.0,17291
Manhattan,02M615,Chelsea Career and Technical Education High School,2017,Global History and Geography,121,67.16529,62.809917,17292
Manhattan,02M615,Chelsea Career and Technical Education High School,2017,Living Environment,87,78.24138,86.206894,17293
Manhattan,02M615,Chelsea Career and Technical Education High School,2017,Physics,11,71.181816,81.818184,17294
Manhattan,02M615,Chelsea Career and Technical Education High School,2017,Spanish,33,81.0,93.93939,17295
Manhattan,02M615,Chelsea Career and Technical Education High School,2017,US History and Government,83,77.09638,87.951805,17296
Manhattan,02M615,Chelsea Career and Technical Education High School,2018,Chemistry,33,66.606064,54.545456,17297
Manhattan,02M615,Chelsea Career and Technical Education High School,2018,Common Core Algebra,113,70.57522,78.76106,17298
Manhattan,02M615,Chelsea Career and Technical Education High School,2018,Common Core Algebra 2,57,65.1579,50.877193,17299
Manhattan,02M615,Chelsea Career and Technical Education High School,2018,Common Core English,94,76.75532,92.55319,17300
Manhattan,02M615,Chelsea Career and Technical Education High School,2018,Common Core Geometry,128,61.304688,42.96875,17301
Manhattan,02M615,Chelsea Career and Technical Education High School,2018,Earth Science,38,81.789474,97.36842,17302
Manhattan,02M615,Chelsea Career and Technical Education High School,2018,Global History and Geography,146,71.08904,71.91781,17303
Manhattan,02M615,Chelsea Career and Technical Education High School,2018,Living Environment,109,76.98165,87.15596,17304
Manhattan,02M615,Chelsea Career and Technical Education High School,2018,Physics,10,59.3,30.0,17305
Manhattan,02M615,Chelsea Career and Technical Education High School,2018,Spanish,39,90.64103,100.0,17306
Manhattan,02M615,Chelsea Career and Technical Education High School,2018,US History and Government,94,79.09574,94.680855,17307
Manhattan,02M615,Chelsea Career and Technical Education High School,2019,Chemistry,35,54.057144,14.285714,17308
Manhattan,02M615,Chelsea Career and Technical Education High School,2019,Common Core Algebra,94,66.94681,64.893616,17309
Manhattan,02M615,Chelsea Career and Technical Education High School,2019,Common Core Algebra 2,51,69.45098,70.588234,17310
Manhattan,02M615,Chelsea Career and Technical Education High School,2019,Common Core English,141,78.432625,92.19858,17311
Manhattan,02M615,Chelsea Career and Technical Education High School,2019,Common Core Geometry,117,62.478634,47.863247,17312
Manhattan,02M615,Chelsea Career and Technical Education High School,2019,Earth Science,21,76.04762,80.95238,17313
Manhattan,02M615,Chelsea Career and Technical Education High School,2019,Global History and Geography,137,70.89781,71.532845,17314
Manhattan,02M615,Chelsea Career and Technical Education High School,2019,Living Environment,96,75.989586,82.291664,17315
Manhattan,02M615,Chelsea Career and Technical Education High School,2019,Physics,8,66.5,50.0,17316
Manhattan,02M615,Chelsea Career and Technical Education High School,2019,Spanish,28,84.0,96.42857,17317
Manhattan,02M615,Chelsea Career and Technical Education High School,2019,US History and Government,90,71.7,76.666664,17318
Manhattan,02M615,Chelsea Career and Technical Education High School,2022,Chemistry,73,48.547947,4.109589,17319
Manhattan,02M615,Chelsea Career and Technical Education High School,2022,Common Core Algebra,62,59.096775,30.64516,17320
Manhattan,02M615,Chelsea Career and Technical Education High School,2022,Common Core Algebra 2,51,57.313725,33.333332,17321
Manhattan,02M615,Chelsea Career and Technical Education High School,2022,Common Core English,111,75.36937,83.78378,17322
Manhattan,02M615,Chelsea Career and Technical Education High School,2022,Common Core Geometry,94,49.414894,21.276596,17323
Manhattan,02M615,Chelsea Career and Technical Education High School,2022,Earth Science,62,73.29032,72.58064,17324
Manhattan,02M615,Chelsea Career and Technical Education High School,2022,Global History and Geography,96,71.65625,75.0,17325
Manhattan,02M615,Chelsea Career and Technical Education High School,2022,Living Environment,51,73.72549,76.47059,17326
Manhattan,02M615,Chelsea Career and Technical Education High School,2023,Chemistry,56,48.69643,16.071428,17327
Manhattan,02M615,Chelsea Career and Technical Education High School,2023,Common Core Algebra,73,58.72603,36.9863,17328
Manhattan,02M615,Chelsea Career and Technical Education High School,2023,Common Core Algebra 2,66,50.939392,18.181818,17329
Manhattan,02M615,Chelsea Career and Technical Education High School,2023,Common Core English,96,73.416664,77.083336,17330
Manhattan,02M615,Chelsea Career and Technical Education High School,2023,Common Core Geometry,97,52.206184,22.680412,17331
Manhattan,02M615,Chelsea Career and Technical Education High School,2023,Earth Science,42,78.97619,92.85714,17332
Manhattan,02M615,Chelsea Career and Technical Education High School,2023,Global History and Geography,92,72.847824,73.91304,17333
Manhattan,02M615,Chelsea Career and Technical Education High School,2023,Living Environment,56,68.25,71.42857,17334
Manhattan,02M615,Chelsea Career and Technical Education High School,2023,Physics,8,47.875,25.0,17335
Manhattan,02M615,Chelsea Career and Technical Education High School,2023,Spanish,30,86.8,100.0,17336
Manhattan,02M615,Chelsea Career and Technical Education High School,2023,US History and Government,83,62.73494,46.987953,17337
Manhattan,02M630,Art and Design High School,2017,Chemistry,156,64.70513,51.923077,17338
Manhattan,02M630,Art and Design High School,2017,Common Core Algebra,347,74.495674,83.2853,17339
Manhattan,02M630,Art and Design High School,2017,Common Core Algebra 2,244,64.27869,53.688526,17340
Manhattan,02M630,Art and Design High School,2017,Common Core English,371,81.02156,92.99191,17341
Manhattan,02M630,Art and Design High School,2017,Common Core Geometry,355,66.88451,61.126762,17342
Manhattan,02M630,Art and Design High School,2017,Earth Science,328,65.37805,54.57317,17343
Manhattan,02M630,Art and Design High School,2017,French,7,78.85714,100.0,17344
Manhattan,02M630,Art and Design High School,2017,Global History and Geography,458,72.55677,75.54585,17345
Manhattan,02M630,Art and Design High School,2017,Living Environment,338,75.95562,83.43195,17346
Manhattan,02M630,Art and Design High School,2017,Physics,29,70.37931,72.413795,17347
Manhattan,02M630,Art and Design High School,2017,Spanish,7,88.42857,100.0,17348
Manhattan,02M630,Art and Design High School,2017,US History and Government,373,80.04558,87.39947,17349
Manhattan,02M630,Art and Design High School,2018,Chemistry,219,65.561646,56.621006,17350
Manhattan,02M630,Art and Design High School,2018,Common Core Algebra,321,71.208725,77.57009,17351
Manhattan,02M630,Art and Design High School,2018,Common Core Algebra 2,273,66.03297,61.53846,17352
Manhattan,02M630,Art and Design High School,2018,Common Core English,353,80.22663,89.51842,17353
Manhattan,02M630,Art and Design High School,2018,Common Core Geometry,380,68.655266,71.052635,17354
Manhattan,02M630,Art and Design High School,2018,Earth Science,301,65.82392,57.475082,17355
Manhattan,02M630,Art and Design High School,2018,Global History and Geography,449,75.4922,79.73274,17356
Manhattan,02M630,Art and Design High School,2018,Living Environment,321,75.884735,81.931465,17357
Manhattan,02M630,Art and Design High School,2018,Physics,31,64.22581,51.612904,17358
Manhattan,02M630,Art and Design High School,2018,Spanish,18,88.22222,100.0,17359
Manhattan,02M630,Art and Design High School,2018,US History and Government,315,81.7619,86.98412,17360
Manhattan,02M630,Art and Design High School,2019,Chemistry,242,60.268597,38.01653,17361
Manhattan,02M630,Art and Design High School,2019,Common Core Algebra,330,74.77576,80.90909,17362
Manhattan,02M630,Art and Design High School,2019,Common Core Algebra 2,270,69.37037,75.55556,17363
Manhattan,02M630,Art and Design High School,2019,Common Core English,399,81.70175,93.73434,17364
Manhattan,02M630,Art and Design High School,2019,Common Core Geometry,337,70.58457,71.21661,17365
Manhattan,02M630,Art and Design High School,2019,Earth Science,289,66.425606,56.401382,17366
Manhattan,02M630,Art and Design High School,2019,Global History and Geography,393,75.83969,83.71501,17367
Manhattan,02M630,Art and Design High School,2019,Living Environment,352,77.87216,84.65909,17368
Manhattan,02M630,Art and Design High School,2019,Physics,56,59.660713,41.07143,17369
Manhattan,02M630,Art and Design High School,2019,US History and Government,342,79.10234,87.13451,17370
Manhattan,02M630,Art and Design High School,2022,Chemistry,306,60.052288,35.294117,17371
Manhattan,02M630,Art and Design High School,2022,Common Core Algebra,167,72.50898,79.64072,17372
Manhattan,02M630,Art and Design High School,2022,Common Core Algebra 2,314,61.57325,51.910828,17373
Manhattan,02M630,Art and Design High School,2022,Common Core English,471,83.62845,95.116776,17374
Manhattan,02M630,Art and Design High School,2022,Common Core Geometry,340,63.361763,51.47059,17375
Manhattan,02M630,Art and Design High School,2022,Earth Science,338,74.02959,78.10651,17376
Manhattan,02M630,Art and Design High School,2022,Global History and Geography,405,76.38766,90.37037,17377
Manhattan,02M630,Art and Design High School,2022,Living Environment,181,76.60221,83.9779,17378
Manhattan,02M630,Art and Design High School,2022,Physics,74,51.7027,31.081081,17379
Manhattan,02M630,Art and Design High School,2023,Chemistry,365,61.046574,41.09589,17380
Manhattan,02M630,Art and Design High School,2023,Common Core Algebra,172,74.98256,81.976746,17381
Manhattan,02M630,Art and Design High School,2023,Common Core Algebra 2,317,61.933754,47.003155,17382
Manhattan,02M630,Art and Design High School,2023,Common Core English,579,81.744385,92.74612,17383
Manhattan,02M630,Art and Design High School,2023,Common Core Geometry,395,64.929115,53.670887,17384
Manhattan,02M630,Art and Design High School,2023,Earth Science,268,73.91418,75.37313,17385
Manhattan,02M630,Art and Design High School,2023,Global History and Geography,364,77.52198,87.91209,17386
Manhattan,02M630,Art and Design High School,2023,Living Environment,211,78.71564,87.67773,17387
Manhattan,02M630,Art and Design High School,2023,Physics,65,53.4,27.692308,17388
Manhattan,02M630,Art and Design High School,2023,US History and Government,326,76.23313,89.2638,17389
Manhattan,02M655,The High School for Climate Justice,2017,Common Core Algebra,234,63.871796,51.7094,17390
Manhattan,02M655,The High School for Climate Justice,2017,Common Core Algebra 2,30,56.966667,30.0,17391
Manhattan,02M655,The High School for Climate Justice,2017,Common Core English,139,67.84892,71.942444,17392
Manhattan,02M655,The High School for Climate Justice,2017,Common Core Geometry,103,58.17476,26.213593,17393
Manhattan,02M655,The High School for Climate Justice,2017,Earth Science,95,59.189472,37.894737,17394
Manhattan,02M655,The High School for Climate Justice,2017,Global History and Geography,232,59.681034,39.655174,17395
Manhattan,02M655,The High School for Climate Justice,2017,Living Environment,217,60.963135,40.092167,17396
Manhattan,02M655,The High School for Climate Justice,2017,Physics,7,58.0,14.285714,17397
Manhattan,02M655,The High School for Climate Justice,2017,Spanish,8,81.875,87.5,17398
Manhattan,02M655,The High School for Climate Justice,2017,US History and Government,103,59.62136,41.747574,17399
Manhattan,02M655,The High School for Climate Justice,2018,Chemistry,27,54.62963,14.814815,17400
Manhattan,02M655,The High School for Climate Justice,2018,Common Core Algebra,231,58.255413,33.333332,17401
Manhattan,02M655,The High School for Climate Justice,2018,Common Core Algebra 2,13,63.615383,69.23077,17402
Manhattan,02M655,The High School for Climate Justice,2018,Common Core English,113,70.30089,74.33628,17403
Manhattan,02M655,The High School for Climate Justice,2018,Common Core Geometry,97,58.329895,41.237114,17404
Manhattan,02M655,The High School for Climate Justice,2018,Earth Science,39,51.28205,20.512821,17405
Manhattan,02M655,The High School for Climate Justice,2018,Global History and Geography,198,60.575756,42.929295,17406
Manhattan,02M655,The High School for Climate Justice,2018,Living Environment,109,56.72477,27.522936,17407
Manhattan,02M655,The High School for Climate Justice,2018,Physics,18,36.055557,11.111111,17408
Manhattan,02M655,The High School for Climate Justice,2018,Spanish,20,85.75,95.0,17409
Manhattan,02M655,The High School for Climate Justice,2018,US History and Government,114,64.38596,50.877193,17410
Manhattan,02M655,The High School for Climate Justice,2019,Common Core Algebra,185,58.043243,36.216217,17411
Manhattan,02M655,The High School for Climate Justice,2019,Common Core Algebra 2,26,62.153847,46.153847,17412
Manhattan,02M655,The High School for Climate Justice,2019,Common Core English,151,72.24503,78.807945,17413
Manhattan,02M655,The High School for Climate Justice,2019,Common Core Geometry,76,54.13158,19.736841,17414
Manhattan,02M655,The High School for Climate Justice,2019,Earth Science,31,51.677418,9.67742,17415
Manhattan,02M655,The High School for Climate Justice,2019,Global History and Geography,155,62.36774,46.451614,17416
Manhattan,02M655,The High School for Climate Justice,2019,Living Environment,135,62.696297,48.148148,17417
Manhattan,02M655,The High School for Climate Justice,2019,Spanish,23,86.478264,91.304344,17418
Manhattan,02M655,The High School for Climate Justice,2019,US History and Government,143,61.125874,52.44755,17419
Manhattan,02M655,The High School for Climate Justice,2022,Common Core Algebra,82,56.585365,35.365852,17420
Manhattan,02M655,The High School for Climate Justice,2022,Common Core Algebra 2,15,43.6,6.6666665,17421
Manhattan,02M655,The High School for Climate Justice,2022,Common Core English,64,64.328125,65.625,17422
Manhattan,02M655,The High School for Climate Justice,2022,Common Core Geometry,31,39.032257,6.451613,17423
Manhattan,02M655,The High School for Climate Justice,2022,Global History and Geography,55,59.763638,45.454544,17424
Manhattan,02M655,The High School for Climate Justice,2022,Living Environment,18,62.88889,44.444443,17425
Manhattan,02M655,The High School for Climate Justice,2022,Spanish,19,80.947365,89.47369,17426
Manhattan,02M655,The High School for Climate Justice,2023,Common Core Algebra,71,57.25352,32.394367,17427
Manhattan,02M655,The High School for Climate Justice,2023,Common Core Algebra 2,13,42.923077,7.6923075,17428
Manhattan,02M655,The High School for Climate Justice,2023,Common Core English,69,71.0,68.115944,17429
Manhattan,02M655,The High School for Climate Justice,2023,Common Core Geometry,64,56.65625,32.8125,17430
Manhattan,02M655,The High School for Climate Justice,2023,Earth Science,70,49.37143,15.714286,17431
Manhattan,02M655,The High School for Climate Justice,2023,Global History and Geography,81,61.617283,49.382717,17432
Manhattan,02M655,The High School for Climate Justice,2023,Living Environment,51,61.960785,50.980392,17433
Manhattan,02M655,The High School for Climate Justice,2023,Spanish,22,81.59091,95.454544,17434
Manhattan,02M655,The High School for Climate Justice,2023,US History and Government,48,66.166664,66.666664,17435
Manhattan,02M896,Lower Manhattan Community Middle School,2017,Common Core Algebra,41,84.46342,100.0,17436
Manhattan,02M896,Lower Manhattan Community Middle School,2018,Common Core Algebra,40,80.8,97.5,17437
Manhattan,02M896,Lower Manhattan Community Middle School,2019,Common Core Algebra,26,78.42308,88.46154,17438
Manhattan,02M896,Lower Manhattan Community Middle School,2022,Common Core Algebra,25,77.96,92.0,17439
Manhattan,02M896,Lower Manhattan Community Middle School,2023,Common Core Algebra,27,79.666664,88.888885,17440
Manhattan,02M933,City Knoll Middle School,2017,Common Core Algebra,15,80.6,100.0,17441
Manhattan,02M933,City Knoll Middle School,2018,Common Core Algebra,15,74.73333,73.333336,17442
Manhattan,02M933,City Knoll Middle School,2019,Common Core Algebra,17,71.94118,70.588234,17443
Manhattan,02M933,City Knoll Middle School,2022,Common Core Algebra,39,56.28205,30.76923,17444
Manhattan,02M933,City Knoll Middle School,2023,Common Core Algebra,48,49.5,20.833334,17445
Manhattan,03M054,J.H.S. 054 Booker T. Washington,2017,Common Core Algebra,202,88.4406,100.0,17446
Manhattan,03M054,J.H.S. 054 Booker T. Washington,2017,Earth Science,204,88.38725,99.01961,17447
Manhattan,03M054,J.H.S. 054 Booker T. Washington,2018,Common Core Algebra,224,87.88839,100.0,17448
Manhattan,03M054,J.H.S. 054 Booker T. Washington,2018,Earth Science,240,87.725,97.083336,17449
Manhattan,03M054,J.H.S. 054 Booker T. Washington,2019,Common Core Algebra,225,89.54222,100.0,17450
Manhattan,03M054,J.H.S. 054 Booker T. Washington,2019,Earth Science,221,90.06787,99.095024,17451
Manhattan,03M054,J.H.S. 054 Booker T. Washington,2022,Common Core Algebra,213,85.22066,93.42723,17452
Manhattan,03M054,J.H.S. 054 Booker T. Washington,2022,Earth Science,165,86.375755,96.36364,17453
Manhattan,03M054,J.H.S. 054 Booker T. Washington,2023,Common Core Algebra,187,89.8984,98.93048,17454
Manhattan,03M054,J.H.S. 054 Booker T. Washington,2023,Earth Science,173,92.24856,100.0,17455
Manhattan,03M076,P.S. 076 A. Philip Randolph,2019,Common Core Algebra,17,46.941177,5.882353,17456
Manhattan,03M076,P.S. 076 A. Philip Randolph,2022,Common Core Algebra,7,57.0,28.571428,17457
Manhattan,03M076,P.S. 076 A. Philip Randolph,2023,Common Core Algebra,13,55.846153,38.46154,17458
Manhattan,03M180,P.S. 180 Hugo Newman,2017,Common Core Algebra,18,67.888885,61.11111,17459
Manhattan,03M180,P.S. 180 Hugo Newman,2017,Living Environment,46,60.782608,45.652172,17460
Manhattan,03M180,P.S. 180 Hugo Newman,2018,Living Environment,51,50.313725,13.725491,17461
Manhattan,03M180,P.S. 180 Hugo Newman,2019,Common Core Algebra,38,46.605263,10.526316,17462
Manhattan,03M180,P.S. 180 Hugo Newman,2019,Living Environment,37,43.51351,10.810811,17463
Manhattan,03M180,P.S. 180 Hugo Newman,2022,Living Environment,38,45.07895,5.263158,17464
Manhattan,03M180,P.S. 180 Hugo Newman,2023,Living Environment,23,44.47826,4.347826,17465
Manhattan,03M191,The Riverside School for Makers and Artists,2018,Living Environment,22,59.454544,31.818182,17466
Manhattan,03M191,The Riverside School for Makers and Artists,2019,Common Core Algebra,49,53.44898,22.44898,17467
Manhattan,03M191,The Riverside School for Makers and Artists,2019,Living Environment,50,59.52,38.0,17468
Manhattan,03M191,The Riverside School for Makers and Artists,2022,Common Core Algebra,48,51.479168,16.666666,17469
Manhattan,03M191,The Riverside School for Makers and Artists,2022,Living Environment,45,59.68889,37.77778,17470
Manhattan,03M191,The Riverside School for Makers and Artists,2023,Common Core Algebra,50,52.4,10.0,17471
Manhattan,03M191,The Riverside School for Makers and Artists,2023,Living Environment,45,53.733334,28.88889,17472
Manhattan,03M243,M.S. 243 Center School,2017,Common Core Algebra,56,84.53571,100.0,17473
Manhattan,03M243,M.S. 243 Center School,2018,Common Core Algebra,53,81.603775,100.0,17474
Manhattan,03M243,M.S. 243 Center School,2019,Common Core Algebra,55,82.87273,100.0,17475
Manhattan,03M243,M.S. 243 Center School,2022,Common Core Algebra,57,77.70175,89.47369,17476
Manhattan,03M243,M.S. 243 Center School,2023,Common Core Algebra,57,83.947365,100.0,17477
Manhattan,03M245,M.S. M245 The Computer School,2017,Common Core Algebra,90,82.755554,100.0,17478
Manhattan,03M245,M.S. M245 The Computer School,2018,Common Core Algebra,78,81.0641,98.71795,17479
Manhattan,03M245,M.S. M245 The Computer School,2019,Common Core Algebra,79,83.177216,100.0,17480
Manhattan,03M245,M.S. M245 The Computer School,2022,Common Core Algebra,119,77.109245,88.23529,17481
Manhattan,03M245,M.S. M245 The Computer School,2022,Earth Science,111,66.36937,54.954956,17482
Manhattan,03M245,M.S. M245 The Computer School,2023,Common Core Algebra,114,79.570175,86.8421,17483
Manhattan,03M245,M.S. M245 The Computer School,2023,Earth Science,106,74.896225,72.64151,17484
Manhattan,03M247,M.S. M247 Dual Language Middle School,2017,Common Core Algebra,21,80.71429,100.0,17485
Manhattan,03M247,M.S. M247 Dual Language Middle School,2018,Common Core Algebra,24,82.791664,100.0,17486
Manhattan,03M247,M.S. M247 Dual Language Middle School,2019,Common Core Algebra,22,84.181816,100.0,17487
Manhattan,03M247,M.S. M247 Dual Language Middle School,2022,Common Core Algebra,26,79.88461,100.0,17488
Manhattan,03M247,M.S. M247 Dual Language Middle School,2022,Living Environment,73,63.89041,50.684933,17489
Manhattan,03M247,M.S. M247 Dual Language Middle School,2023,Common Core Algebra,46,69.152176,67.391304,17490
Manhattan,03M247,M.S. M247 Dual Language Middle School,2023,Living Environment,51,62.294117,45.098038,17491
Manhattan,03M250,M.S. 250 West Side Collaborative Middle School,2017,Common Core Algebra,8,78.75,100.0,17492
Manhattan,03M250,M.S. 250 West Side Collaborative Middle School,2018,Common Core Algebra,10,71.1,70.0,17493
Manhattan,03M250,M.S. 250 West Side Collaborative Middle School,2019,Common Core Algebra,9,74.666664,100.0,17494
Manhattan,03M250,M.S. 250 West Side Collaborative Middle School,2019,Living Environment,8,76.5,75.0,17495
Manhattan,03M250,M.S. 250 West Side Collaborative Middle School,2022,Living Environment,14,66.28571,71.42857,17496
Manhattan,03M250,M.S. 250 West Side Collaborative Middle School,2023,Common Core Algebra,9,54.333332,22.222221,17497
Manhattan,03M250,M.S. 250 West Side Collaborative Middle School,2023,Living Environment,18,61.5,33.333332,17498
Manhattan,03M256,Lafayette Academy,2017,Common Core Algebra,17,57.64706,41.17647,17499
Manhattan,03M256,Lafayette Academy,2018,Common Core Algebra,14,68.5,71.42857,17500
Manhattan,03M256,Lafayette Academy,2019,Common Core Algebra,21,68.71429,66.666664,17501
Manhattan,03M256,Lafayette Academy,2019,French,21,93.61905,100.0,17502
Manhattan,03M256,Lafayette Academy,2022,Common Core Algebra,17,71.0,76.47059,17503
Manhattan,03M256,Lafayette Academy,2022,French,6,93.333336,100.0,17504
Manhattan,03M256,Lafayette Academy,2022,Living Environment,37,70.45946,64.86487,17505
Manhattan,03M256,Lafayette Academy,2023,Common Core Algebra,26,79.23077,96.15385,17506
Manhattan,03M256,Lafayette Academy,2023,French,21,95.666664,100.0,17507
Manhattan,03M256,Lafayette Academy,2023,Living Environment,63,74.52381,77.77778,17508
Manhattan,03M258,M.S. 258 Community Action School,2017,Common Core Algebra,35,74.14286,80.0,17509
Manhattan,03M258,M.S. 258 Community Action School,2018,Common Core Algebra,14,76.57143,92.85714,17510
Manhattan,03M258,M.S. 258 Community Action School,2019,Common Core Algebra,78,67.28205,56.410255,17511
Manhattan,03M258,M.S. 258 Community Action School,2022,Common Core Algebra,64,64.25,46.875,17512
Manhattan,03M258,M.S. 258 Community Action School,2022,Living Environment,61,69.540985,68.85246,17513
Manhattan,03M258,M.S. 258 Community Action School,2023,Common Core Algebra,50,68.24,68.0,17514
Manhattan,03M258,M.S. 258 Community Action School,2023,Living Environment,51,57.098038,27.450981,17515
Manhattan,03M291,West End Secondary School,2018,Common Core Algebra,81,79.38271,97.53086,17516
Manhattan,03M291,West End Secondary School,2018,Living Environment,124,82.20968,95.96774,17517
Manhattan,03M291,West End Secondary School,2018,US History and Government,119,78.59664,89.07563,17518
Manhattan,03M291,West End Secondary School,2019,Common Core Algebra,128,75.46094,92.1875,17519
Manhattan,03M291,West End Secondary School,2019,Common Core Geometry,70,78.71429,91.42857,17520
Manhattan,03M291,West End Secondary School,2019,Earth Science,116,75.956894,82.75862,17521
Manhattan,03M291,West End Secondary School,2019,Living Environment,96,80.604164,93.75,17522
Manhattan,03M291,West End Secondary School,2019,Spanish,27,78.81481,92.59259,17523
Manhattan,03M291,West End Secondary School,2019,US History and Government,96,70.364586,69.791664,17524
Manhattan,03M291,West End Secondary School,2022,Chemistry,7,63.285713,42.857143,17525
Manhattan,03M291,West End Secondary School,2022,Common Core Algebra,124,73.241936,79.03226,17526
Manhattan,03M291,West End Secondary School,2022,Common Core Algebra 2,110,58.554546,40.909092,17527
Manhattan,03M291,West End Secondary School,2022,Common Core English,112,87.69643,97.32143,17528
Manhattan,03M291,West End Secondary School,2022,Common Core Geometry,104,63.096153,50.0,17529
Manhattan,03M291,West End Secondary School,2022,Earth Science,98,67.80612,61.22449,17530
Manhattan,03M291,West End Secondary School,2022,French,8,68.0,50.0,17531
Manhattan,03M291,West End Secondary School,2022,Global History and Geography,100,74.21,88.0,17532
Manhattan,03M291,West End Secondary School,2022,Living Environment,131,77.770996,87.78626,17533
Manhattan,03M291,West End Secondary School,2022,Spanish,86,71.61628,65.11628,17534
Manhattan,03M291,West End Secondary School,2023,Common Core Algebra,133,75.172935,80.451126,17535
Manhattan,03M291,West End Secondary School,2023,Common Core Algebra 2,19,47.05263,5.263158,17536
Manhattan,03M291,West End Secondary School,2023,Common Core English,116,84.31896,92.24138,17537
Manhattan,03M291,West End Secondary School,2023,Common Core Geometry,208,65.11058,55.28846,17538
Manhattan,03M291,West End Secondary School,2023,Earth Science,102,71.5,64.70588,17539
Manhattan,03M291,West End Secondary School,2023,Global History and Geography,107,79.7757,90.654205,17540
Manhattan,03M291,West End Secondary School,2023,Living Environment,124,79.741936,87.90323,17541
Manhattan,03M291,West End Secondary School,2023,Spanish,122,74.03278,69.672134,17542
Manhattan,03M291,West End Secondary School,2023,US History and Government,144,76.020836,88.19444,17543
