borough,school_dbn,school_name,year,regents_exam,total_tested,mean_score,percent_65_or_above,id
Brooklyn,14K449,The Brooklyn Latin School,2022,Common Core Geometry,208,85.16346,97.59615,7414
Brooklyn,14K449,The Brooklyn Latin School,2022,Global History and Geography,195,82.36923,99.48718,7415
Brooklyn,14K449,The Brooklyn Latin School,2022,Living Environment,93,85.09677,98.92473,7416
Brooklyn,14K449,The Brooklyn Latin School,2022,Physics,32,77.21875,87.5,7417
Brooklyn,14K449,The Brooklyn Latin School,2022,Spanish,32,88.125,100.0,7418
Brooklyn,14K449,The Brooklyn Latin School,2023,Chemistry,203,80.58128,95.566505,7419
Brooklyn,14K449,The Brooklyn Latin School,2023,Common Core Algebra,41,84.70731,100.0,7420
Brooklyn,14K449,The Brooklyn Latin School,2023,Common Core Algebra 2,199,82.42714,97.98995,7421
Brooklyn,14K449,The Brooklyn Latin School,2023,Common Core English,194,89.43814,100.0,7422
Brooklyn,14K449,The Brooklyn Latin School,2023,Common Core Geometry,196,81.88776,96.938774,7423
Brooklyn,14K449,The Brooklyn Latin School,2023,Global History and Geography,199,85.125626,100.0,7424
Brooklyn,14K449,The Brooklyn Latin School,2023,Living Environment,84,85.64286,98.809525,7425
Brooklyn,14K449,The Brooklyn Latin School,2023,Physics,54,76.85185,79.62963,7426
Brooklyn,14K449,The Brooklyn Latin School,2023,Spanish,64,89.265625,98.4375,7427
Brooklyn,14K449,The Brooklyn Latin School,2023,US History and Government,133,79.8421,99.24812,7428
Brooklyn,14K454,The Williamsburg High School of Art and Technology,2017,Common Core Algebra,114,63.45614,52.63158,7429
Brooklyn,14K454,The Williamsburg High School of Art and Technology,2017,Common Core English,65,66.15385,64.61539,7430
Brooklyn,14K454,The Williamsburg High School of Art and Technology,2017,Common Core Geometry,61,51.409836,6.557377,7431
Brooklyn,14K454,The Williamsburg High School of Art and Technology,2017,Earth Science,68,56.75,22.058823,7432
Brooklyn,14K454,The Williamsburg High School of Art and Technology,2017,Global History and Geography,98,56.60204,31.632652,7433
Brooklyn,14K454,The Williamsburg High School of Art and Technology,2017,Living Environment,115,57.93913,29.565218,7434
Brooklyn,14K454,The Williamsburg High School of Art and Technology,2017,US History and Government,64,58.53125,39.0625,7435
Brooklyn,14K454,The Williamsburg High School of Art and Technology,2018,Common Core Algebra,150,60.873333,44.666668,7436
Brooklyn,14K454,The Williamsburg High School of Art and Technology,2018,Common Core English,144,53.631943,44.444443,7437
Brooklyn,14K454,The Williamsburg High School of Art and Technology,2018,Earth Science,56,57.660713,28.571428,7438
Brooklyn,14K454,The Williamsburg High School of Art and Technology,2018,Global History and Geography,160,53.66875,26.25,7439
Brooklyn,14K454,The Williamsburg High School of Art and Technology,2018,Living Environment,119,59.521008,42.857143,7440
Brooklyn,14K454,The Williamsburg High School of Art and Technology,2018,US History and Government,81,60.864197,43.209877,7441
Brooklyn,14K454,The Williamsburg High School of Art and Technology,2019,Common Core Algebra,190,62.236843,46.842106,7442
Brooklyn,14K454,The Williamsburg High School of Art and Technology,2019,Common Core English,163,65.06748,63.80368,7443
Brooklyn,14K454,The Williamsburg High School of Art and Technology,2019,Earth Science,64,49.28125,15.625,7444
Brooklyn,14K454,The Williamsburg High School of Art and Technology,2019,Global History and Geography,155,61.63871,45.80645,7445
Brooklyn,14K454,The Williamsburg High School of Art and Technology,2019,Living Environment,141,64.858154,54.60993,7446
Brooklyn,14K454,The Williamsburg High School of Art and Technology,2019,US History and Government,140,56.964287,37.857143,7447
Brooklyn,14K454,The Williamsburg High School of Art and Technology,2022,Common Core Algebra,74,57.337837,29.72973,7448
Brooklyn,14K454,The Williamsburg High School of Art and Technology,2022,Common Core English,15,60.066666,46.666668,7449
Brooklyn,14K454,The Williamsburg High School of Art and Technology,2022,Earth Science,121,53.338844,25.619835,7450
Brooklyn,14K454,The Williamsburg High School of Art and Technology,2022,Global History and Geography,106,67.0,66.037735,7451
Brooklyn,14K454,The Williamsburg High School of Art and Technology,2022,Living Environment,86,70.66279,69.76744,7452
Brooklyn,14K454,The Williamsburg High School of Art and Technology,2023,Common Core Algebra,184,64.891304,60.869564,7453
Brooklyn,14K454,The Williamsburg High School of Art and Technology,2023,Common Core Algebra 2,13,45.0,15.384615,7454
Brooklyn,14K454,The Williamsburg High School of Art and Technology,2023,Common Core English,221,61.615383,54.29864,7455
Brooklyn,14K454,The Williamsburg High School of Art and Technology,2023,Common Core Geometry,47,53.361702,14.893617,7456
Brooklyn,14K454,The Williamsburg High School of Art and Technology,2023,Earth Science,94,62.88298,51.06383,7457
Brooklyn,14K454,The Williamsburg High School of Art and Technology,2023,Global History and Geography,117,66.350426,64.95727,7458
Brooklyn,14K454,The Williamsburg High School of Art and Technology,2023,Living Environment,105,64.04762,53.333332,7459
Brooklyn,14K454,The Williamsburg High School of Art and Technology,2023,US History and Government,95,65.23158,54.736843,7460
Brooklyn,14K474,PROGRESS High School for Professional Careers,2017,Chemistry,34,53.294117,26.470589,7461
Brooklyn,14K474,PROGRESS High School for Professional Careers,2017,Common Core Algebra,440,58.98182,40.68182,7462
Brooklyn,14K474,PROGRESS High School for Professional Careers,2017,Common Core Algebra 2,23,48.217392,0.0,7463
Brooklyn,14K474,PROGRESS High School for Professional Careers,2017,Common Core English,438,62.92009,64.38356,7464
Brooklyn,14K474,PROGRESS High School for Professional Careers,2017,Common Core Geometry,72,50.22222,6.9444447,7465
Brooklyn,14K474,PROGRESS High School for Professional Careers,2017,Earth Science,191,43.031414,5.7591624,7466
Brooklyn,14K474,PROGRESS High School for Professional Careers,2017,Global History and Geography,375,56.426666,36.0,7467
Brooklyn,14K474,PROGRESS High School for Professional Careers,2017,Living Environment,305,57.24918,35.081966,7468
Brooklyn,14K474,PROGRESS High School for Professional Careers,2017,Spanish,45,82.888885,100.0,7469
Brooklyn,14K474,PROGRESS High School for Professional Careers,2017,US History and Government,232,64.788795,55.603447,7470
Brooklyn,14K474,PROGRESS High School for Professional Careers,2018,Chemistry,14,54.07143,35.714287,7471
Brooklyn,14K474,PROGRESS High School for Professional Careers,2018,Common Core Algebra,356,61.3118,47.47191,7472
Brooklyn,14K474,PROGRESS High School for Professional Careers,2018,Common Core Algebra 2,46,51.782608,23.913044,7473
Brooklyn,14K474,PROGRESS High School for Professional Careers,2018,Common Core English,319,54.727272,51.09718,7474
Brooklyn,14K474,PROGRESS High School for Professional Careers,2018,Earth Science,83,52.68675,24.096386,7475
Brooklyn,14K474,PROGRESS High School for Professional Careers,2018,Global History and Geography,330,60.048485,44.242424,7476
Brooklyn,14K474,PROGRESS High School for Professional Careers,2018,Living Environment,290,64.91035,64.82758,7477
Brooklyn,14K474,PROGRESS High School for Professional Careers,2018,Spanish,60,80.433334,91.666664,7478
Brooklyn,14K474,PROGRESS High School for Professional Careers,2018,US History and Government,255,69.2902,69.411766,7479
Brooklyn,14K474,PROGRESS High School for Professional Careers,2019,Chemistry,8,45.0,0.0,7480
Brooklyn,14K474,PROGRESS High School for Professional Careers,2019,Common Core Algebra,296,59.4527,38.51351,7481
Brooklyn,14K474,PROGRESS High School for Professional Careers,2019,Common Core Algebra 2,17,54.52941,29.411764,7482
Brooklyn,14K474,PROGRESS High School for Professional Careers,2019,Common Core English,195,58.646152,49.23077,7483
Brooklyn,14K474,PROGRESS High School for Professional Careers,2019,Common Core Geometry,6,56.0,33.333332,7484
Brooklyn,14K474,PROGRESS High School for Professional Careers,2019,Global History and Geography,250,61.764,52.4,7485
Brooklyn,14K474,PROGRESS High School for Professional Careers,2019,Living Environment,305,57.413116,39.34426,7486
Brooklyn,14K474,PROGRESS High School for Professional Careers,2019,Spanish,46,82.065216,89.13043,7487
Brooklyn,14K474,PROGRESS High School for Professional Careers,2019,US History and Government,192,65.25521,55.729168,7488
Brooklyn,14K474,PROGRESS High School for Professional Careers,2022,Chemistry,23,34.565216,0.0,7489
Brooklyn,14K474,PROGRESS High School for Professional Careers,2022,Common Core Algebra,63,53.365078,26.984127,7490
Brooklyn,14K474,PROGRESS High School for Professional Careers,2022,Common Core Algebra 2,78,39.910255,6.4102564,7491
Brooklyn,14K474,PROGRESS High School for Professional Careers,2022,Common Core English,96,54.760418,44.791668,7492
Brooklyn,14K474,PROGRESS High School for Professional Careers,2022,Common Core Geometry,92,38.445652,1.0869565,7493
Brooklyn,14K474,PROGRESS High School for Professional Careers,2022,Earth Science,9,43.555557,0.0,7494
Brooklyn,14K474,PROGRESS High School for Professional Careers,2022,Global History and Geography,92,62.163044,48.913044,7495
Brooklyn,14K474,PROGRESS High School for Professional Careers,2022,Living Environment,60,53.433334,23.333334,7496
Brooklyn,14K474,PROGRESS High School for Professional Careers,2022,Spanish,47,85.6383,97.87234,7497
Brooklyn,14K474,PROGRESS High School for Professional Careers,2023,Chemistry,24,41.541668,0.0,7498
Brooklyn,14K474,PROGRESS High School for Professional Careers,2023,Common Core Algebra,147,54.768707,27.210884,7499
Brooklyn,14K474,PROGRESS High School for Professional Careers,2023,Common Core Algebra 2,49,41.7551,4.0816326,7500
Brooklyn,14K474,PROGRESS High School for Professional Careers,2023,Common Core English,162,53.839508,40.123455,7501
Brooklyn,14K474,PROGRESS High School for Professional Careers,2023,Common Core Geometry,53,43.71698,0.0,7502
Brooklyn,14K474,PROGRESS High School for Professional Careers,2023,Earth Science,35,50.54286,20.0,7503
Brooklyn,14K474,PROGRESS High School for Professional Careers,2023,Global History and Geography,123,62.292683,47.154472,7504
Brooklyn,14K474,PROGRESS High School for Professional Careers,2023,Living Environment,133,48.969925,10.526316,7505
Brooklyn,14K474,PROGRESS High School for Professional Careers,2023,Spanish,20,85.4,95.0,7506
Brooklyn,14K474,PROGRESS High School for Professional Careers,2023,US History and Government,80,59.4375,38.75,7507
Brooklyn,14K477,East Williamsburg Scholars Academy,2017,Common Core Algebra,220,63.804546,52.272728,7508
Brooklyn,14K477,East Williamsburg Scholars Academy,2017,Common Core Algebra 2,8,57.75,37.5,7509
Brooklyn,14K477,East Williamsburg Scholars Academy,2017,Common Core English,104,72.20192,79.80769,7510
Brooklyn,14K477,East Williamsburg Scholars Academy,2017,Common Core Geometry,19,51.473682,31.578947,7511
Brooklyn,14K477,East Williamsburg Scholars Academy,2017,Earth Science,50,46.38,8.0,7512
Brooklyn,14K477,East Williamsburg Scholars Academy,2017,Global History and Geography,156,54.21795,29.487179,7513
Brooklyn,14K477,East Williamsburg Scholars Academy,2017,Living Environment,163,57.742332,33.742332,7514
Brooklyn,14K477,East Williamsburg Scholars Academy,2017,Spanish,20,85.3,100.0,7515
Brooklyn,14K477,East Williamsburg Scholars Academy,2017,US History and Government,130,62.876923,51.53846,7516
Brooklyn,14K477,East Williamsburg Scholars Academy,2018,Common Core Algebra,135,56.155556,31.11111,7517
Brooklyn,14K477,East Williamsburg Scholars Academy,2018,Common Core Algebra 2,19,57.36842,31.578947,7518
Brooklyn,14K477,East Williamsburg Scholars Academy,2018,Common Core English,104,66.91346,67.30769,7519
Brooklyn,14K477,East Williamsburg Scholars Academy,2018,Common Core Geometry,22,47.31818,13.636364,7520
Brooklyn,14K477,East Williamsburg Scholars Academy,2018,Earth Science,46,49.152172,17.391304,7521
Brooklyn,14K477,East Williamsburg Scholars Academy,2018,Global History and Geography,161,57.37267,34.16149,7522
Brooklyn,14K477,East Williamsburg Scholars Academy,2018,Living Environment,142,54.387325,22.535212,7523
Brooklyn,14K477,East Williamsburg Scholars Academy,2018,Spanish,38,80.3421,94.73684,7524
Brooklyn,14K477,East Williamsburg Scholars Academy,2018,US History and Government,115,58.173912,40.869564,7525
Brooklyn,14K477,East Williamsburg Scholars Academy,2019,Common Core Algebra,140,59.107143,39.285713,7526
Brooklyn,14K477,East Williamsburg Scholars Academy,2019,Common Core Algebra 2,9,73.0,77.77778,7527
Brooklyn,14K477,East Williamsburg Scholars Academy,2019,Common Core English,91,61.065933,57.142857,7528
Brooklyn,14K477,East Williamsburg Scholars Academy,2019,Common Core Geometry,14,64.14286,57.142857,7529
Brooklyn,14K477,East Williamsburg Scholars Academy,2019,Earth Science,27,48.0,18.518518,7530
Brooklyn,14K477,East Williamsburg Scholars Academy,2019,Global History and Geography,95,53.778946,28.421053,7531
Brooklyn,14K477,East Williamsburg Scholars Academy,2019,Living Environment,129,57.55039,34.10853,7532
Brooklyn,14K477,East Williamsburg Scholars Academy,2019,Spanish,26,81.30769,100.0,7533
Brooklyn,14K477,East Williamsburg Scholars Academy,2019,US History and Government,111,51.324326,21.621622,7534
Brooklyn,14K477,East Williamsburg Scholars Academy,2022,Chemistry,7,48.285713,0.0,7535
Brooklyn,14K477,East Williamsburg Scholars Academy,2022,Common Core Algebra,134,55.171642,26.865671,7536
Brooklyn,14K477,East Williamsburg Scholars Academy,2022,Common Core English,91,59.153847,52.747253,7537
Brooklyn,14K477,East Williamsburg Scholars Academy,2022,Earth Science,22,46.5,22.727272,7538
Brooklyn,14K477,East Williamsburg Scholars Academy,2022,Global History and Geography,125,60.08,43.2,7539
Brooklyn,14K477,East Williamsburg Scholars Academy,2022,Living Environment,101,60.524754,45.544556,7540
Brooklyn,14K477,East Williamsburg Scholars Academy,2022,Spanish,40,74.425,80.0,7541
Brooklyn,14K477,East Williamsburg Scholars Academy,2023,Common Core Algebra,178,57.730335,37.64045,7542
Brooklyn,14K477,East Williamsburg Scholars Academy,2023,Common Core Algebra 2,15,71.933334,86.666664,7543
Brooklyn,14K477,East Williamsburg Scholars Academy,2023,Common Core English,163,58.717793,59.5092,7544
Brooklyn,14K477,East Williamsburg Scholars Academy,2023,Common Core Geometry,42,57.404762,28.571428,7545
Brooklyn,14K477,East Williamsburg Scholars Academy,2023,Earth Science,42,60.261906,54.761906,7546
Brooklyn,14K477,East Williamsburg Scholars Academy,2023,Global History and Geography,170,62.758823,44.117645,7547
Brooklyn,14K477,East Williamsburg Scholars Academy,2023,Living Environment,154,54.14935,32.467533,7548
Brooklyn,14K477,East Williamsburg Scholars Academy,2023,Spanish,46,81.0,91.304344,7549
Brooklyn,14K477,East Williamsburg Scholars Academy,2023,US History and Government,107,59.35514,36.448597,7550
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2017,Chemistry,79,52.518986,13.92405,7551
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2017,Common Core Algebra,388,62.286083,50.257732,7552
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2017,Common Core Algebra 2,40,55.225,27.5,7553
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2017,Common Core English,259,71.14672,79.92278,7554
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2017,Common Core Geometry,196,56.117348,29.591837,7555
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2017,Earth Science,140,53.42143,26.428572,7556
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2017,Global History and Geography,347,60.760807,43.804035,7557
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2017,Living Environment,306,63.800655,52.61438,7558
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2017,Physics,23,49.608696,17.391304,7559
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2017,Spanish,14,88.0,100.0,7560
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2017,US History and Government,228,69.45614,70.17544,7561
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2018,Chemistry,81,56.555557,28.395061,7562
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2018,Common Core Algebra,263,56.840305,30.418251,7563
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2018,Common Core Algebra 2,34,63.35294,67.64706,7564
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2018,Common Core English,246,67.04878,67.479675,7565
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2018,Common Core Geometry,266,55.676693,28.195488,7566
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2018,Earth Science,119,58.218487,41.17647,7567
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2018,Global History and Geography,333,64.81682,50.45045,7568
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2018,Living Environment,267,64.70786,56.179775,7569
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2018,Physics,6,49.333332,33.333332,7570
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2018,Spanish,8,89.375,100.0,7571
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2018,US History and Government,196,67.96939,63.77551,7572
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2019,Chemistry,70,52.442856,24.285715,7573
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2019,Common Core Algebra,301,59.488373,44.518272,7574
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2019,Common Core Algebra 2,59,68.08475,67.79661,7575
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2019,Common Core English,247,70.50607,75.7085,7576
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2019,Common Core Geometry,209,53.97129,19.617226,7577
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2019,Earth Science,147,52.863945,24.489796,7578
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2019,Global History and Geography,304,64.5,56.25,7579
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2019,Living Environment,234,62.89316,45.726494,7580
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2019,Spanish,51,86.86275,98.039215,7581
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2019,US History and Government,221,68.98643,66.06335,7582
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2022,Chemistry,106,45.59434,6.6037736,7583
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2022,Common Core Algebra,134,53.96269,24.626865,7584
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2022,Common Core Algebra 2,101,45.12871,14.851485,7585
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2022,Common Core English,56,74.60714,78.57143,7586
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2022,Common Core Geometry,110,40.618183,2.7272727,7587
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2022,Earth Science,81,47.617283,19.753086,7588
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2022,Global History and Geography,134,68.3806,67.910446,7589
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2022,Living Environment,65,65.83077,60.0,7590
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2022,Spanish,11,89.454544,100.0,7591
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2023,Chemistry,94,43.265957,6.382979,7592
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2023,Common Core Algebra,195,58.902565,40.51282,7593
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2023,Common Core Algebra 2,137,45.59124,7.29927,7594
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2023,Common Core English,119,65.93277,64.70588,7595
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2023,Common Core Geometry,180,45.422222,6.6666665,7596
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2023,Earth Science,105,48.32381,20.952381,7597
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2023,Global History and Geography,135,59.99259,51.11111,7598
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2023,Living Environment,119,57.436974,34.45378,7599
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2023,Physics,15,57.533333,53.333332,7600
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2023,Spanish,25,87.12,92.0,7601
Brooklyn,14K478,"The High School for Enterprise, Business and Technology",2023,US History and Government,118,64.754234,61.01695,7602
Brooklyn,14K488,Brooklyn Preparatory High School,2017,Common Core Algebra,213,67.34272,67.60564,7603
Brooklyn,14K488,Brooklyn Preparatory High School,2017,Common Core English,196,73.87755,79.081635,7604
Brooklyn,14K488,Brooklyn Preparatory High School,2017,Earth Science,39,47.179485,5.1282053,7605
Brooklyn,14K488,Brooklyn Preparatory High School,2017,Global History and Geography,218,61.55963,44.036697,7606
Brooklyn,14K488,Brooklyn Preparatory High School,2017,Living Environment,135,71.03704,74.07407,7607
Brooklyn,14K488,Brooklyn Preparatory High School,2017,US History and Government,133,70.37594,69.92481,7608
Brooklyn,14K488,Brooklyn Preparatory High School,2018,Common Core Algebra,192,61.046875,48.4375,7609
Brooklyn,14K488,Brooklyn Preparatory High School,2018,Common Core English,183,71.28962,75.95628,7610
Brooklyn,14K488,Brooklyn Preparatory High School,2018,Earth Science,10,51.9,20.0,7611
Brooklyn,14K488,Brooklyn Preparatory High School,2018,Global History and Geography,295,64.76271,55.932205,7612
Brooklyn,14K488,Brooklyn Preparatory High School,2018,Living Environment,119,75.05042,82.35294,7613
Brooklyn,14K488,Brooklyn Preparatory High School,2018,US History and Government,156,68.589745,64.74359,7614
Brooklyn,14K488,Brooklyn Preparatory High School,2019,Common Core Algebra,180,66.422226,61.666668,7615
Brooklyn,14K488,Brooklyn Preparatory High School,2019,Common Core English,172,71.70349,74.4186,7616
Brooklyn,14K488,Brooklyn Preparatory High School,2019,Global History and Geography,199,66.77889,65.32663,7617
Brooklyn,14K488,Brooklyn Preparatory High School,2019,Living Environment,116,72.784485,71.55173,7618
Brooklyn,14K488,Brooklyn Preparatory High School,2019,Spanish,8,77.125,100.0,7619
Brooklyn,14K488,Brooklyn Preparatory High School,2019,US History and Government,157,69.35669,66.242035,7620
Brooklyn,14K488,Brooklyn Preparatory High School,2022,Common Core Algebra,77,64.25974,51.94805,7621
Brooklyn,14K488,Brooklyn Preparatory High School,2022,Common Core English,29,61.41379,51.724136,7622
Brooklyn,14K488,Brooklyn Preparatory High School,2022,Global History and Geography,159,64.55346,57.232704,7623
Brooklyn,14K488,Brooklyn Preparatory High School,2022,Living Environment,71,69.45071,70.42254,7624
Brooklyn,14K488,Brooklyn Preparatory High School,2023,Common Core Algebra,107,65.06542,57.009346,7625
Brooklyn,14K488,Brooklyn Preparatory High School,2023,Common Core English,161,68.79503,67.701866,7626
Brooklyn,14K488,Brooklyn Preparatory High School,2023,Global History and Geography,160,62.8,47.5,7627
Brooklyn,14K488,Brooklyn Preparatory High School,2023,Living Environment,107,72.97196,75.700935,7628
Brooklyn,14K488,Brooklyn Preparatory High School,2023,US History and Government,122,65.68852,60.65574,7629
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2017,Chemistry,74,56.756756,20.27027,7630
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2017,Common Core Algebra,176,70.869316,80.11364,7631
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2017,Common Core Algebra 2,140,57.585712,35.0,7632
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2017,Common Core English,175,79.58857,95.42857,7633
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2017,Common Core Geometry,131,61.625954,45.801525,7634
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2017,Earth Science,113,68.30974,62.83186,7635
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2017,Global History and Geography,170,69.97059,70.588234,7636
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2017,Living Environment,154,78.46753,91.55844,7637
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2017,US History and Government,139,76.820145,86.33093,7638
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2018,Common Core Algebra,165,71.587875,86.666664,7639
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2018,Common Core Algebra 2,182,63.945053,56.593407,7640
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2018,Common Core English,147,80.993195,94.55782,7641
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2018,Common Core Geometry,19,56.263157,26.31579,7642
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2018,Earth Science,187,70.72727,72.72727,7643
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2018,Global History and Geography,169,72.23077,78.10651,7644
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2018,Living Environment,158,73.63291,76.582275,7645
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2018,US History and Government,125,78.992,89.6,7646
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2019,Chemistry,51,66.76471,62.7451,7647
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2019,Common Core Algebra,161,69.534164,77.639755,7648
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2019,Common Core Algebra 2,123,64.227646,60.97561,7649
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2019,Common Core English,167,77.33533,88.02395,7650
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2019,Common Core Geometry,85,66.91765,63.52941,7651
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2019,Earth Science,137,64.81752,56.20438,7652
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2019,Global History and Geography,175,72.862854,80.0,7653
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2019,Living Environment,161,71.03727,79.503105,7654
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2019,Spanish,78,89.128204,97.4359,7655
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2019,US History and Government,128,76.375,86.71875,7656
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2022,Chemistry,37,58.45946,27.027027,7657
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2022,Common Core Algebra,91,66.08791,61.53846,7658
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2022,Common Core Algebra 2,53,60.5283,39.622643,7659
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2022,Common Core English,8,65.0,62.5,7660
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2022,Common Core Geometry,93,54.08602,26.88172,7661
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2022,Earth Science,86,55.837208,31.39535,7662
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2022,Global History and Geography,137,70.79562,76.642334,7663
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2022,Living Environment,108,68.50926,68.51852,7664
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2022,Spanish,45,79.577774,77.77778,7665
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2023,Chemistry,49,63.632652,44.89796,7666
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2023,Common Core Algebra,115,66.42609,64.347824,7667
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2023,Common Core Algebra 2,55,60.70909,43.636364,7668
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2023,Common Core English,153,77.87582,95.424835,7669
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2023,Common Core Geometry,114,59.149124,39.473682,7670
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2023,Earth Science,125,71.32,71.2,7671
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2023,Global History and Geography,156,72.77564,77.5641,7672
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2023,Living Environment,114,63.614037,50.0,7673
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2023,Spanish,24,83.041664,83.333336,7674
Brooklyn,14K558,Williamsburg High School for Architecture and Design,2023,US History and Government,125,69.776,71.2,7675
Brooklyn,14K561,Williamsburg Preparatory School,2017,Chemistry,62,64.90323,40.322582,7676
Brooklyn,14K561,Williamsburg Preparatory School,2017,Common Core Algebra,217,71.60368,80.645164,7677
Brooklyn,14K561,Williamsburg Preparatory School,2017,Common Core Algebra 2,86,65.15116,59.302326,7678
Brooklyn,14K561,Williamsburg Preparatory School,2017,Common Core English,212,79.68868,90.09434,7679
Brooklyn,14K561,Williamsburg Preparatory School,2017,Common Core Geometry,187,61.882355,48.6631,7680
Brooklyn,14K561,Williamsburg Preparatory School,2017,Global History and Geography,236,70.34322,73.305084,7681
